m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	catchsampleid	commonname	catchcategory	catchpartnumber	aphia	scientificname	identification	foreignobject	sampletype	group	conservation	catchproducttype	raisingfactor	catchweight	catchvolume	catchcount	abundancecategory	sampleproducttype	lengthmeasurement	lengthsampleweight	lengthsamplevolume	lengthsamplecount	specimensamplecount	agesamplecount	agingstructure	parasite	stomach	intestine	tissuesample	samplerecipient	catchcomment
4	2020	LMEL	2	60015	28	Ophiura ophiura	OPHIURA OPHIURA	1	124929	Ophiura ophiura			90		1	1	1.0	0.002		1															
4	2020	LMEL	2	60015	16	Pagurus Alatus	PAGURUS ALATUS	1	107230	Pagurus Alatus			90		1	1	1.0	0.003		2															
4	2020	LMEL	2	60015	19	Phakellia	PHAKELLIA	1	131779	Phakellia			90		1	1	1.0	0.079		2															
4	2020	LMEL	2	60015	25	Pontaster tenuispinus	PONTASTER TENUISPINUS	1	123851	Pontaster tenuispinus			90		1	1	1.0	0.008		2															
4	2020	LMEL	2	60015	26	Rødsjøstjerne	RØDSJØSTJERNE	1	123813	Stichastrella rosea			90		1	1	1.0	0.041		4															
4	2020	LMEL	2	60015	31	Scaphander lignarius	SCAPHANDER LIGNARIUS	1	139488	Scaphander lignarius			90		1	1	1.0	0.006		1															
4	2020	LMEL	2	60015	3	sei	SEI	1	126441	Pollachius virens			21		1	1	1.0	14.24		10		1	E	14.24		10	6		2						
4	2020	LMEL	2	60015	36	sild'G05	SILD'G05	1	126417	Clupea harengus			20		1	1	1.0	3.889		16		1	E	3.889		16	16		2						
4	2020	LMEL	2	60015	17	sjøpiggsvin	SJØPIGGSVIN	1	123082	Echinoidea			90		1	1	1.0	2.119		1800															
4	2020	LMEL	2	60015	8	strømsild	STRØMSILD	1	126716	Argentina sphyraena			10		1	1	1.0	0.403		9		1	E	0.403		9									
4	2020	LMEL	2	60015	35	Suberites	SUBERITES	1	132072	Suberites			90		1	1	1.0	0.08		9															
4	2020	LMEL	2	60015	11	sypike	SYPIKE	1	126446	Trisopterus minutus			10		1	1	1.0	0.082		2		1	E	0.082		2									
4	2020	LMEL	2	60015	27	vanlig korstroll	VANLIG KORSTROLL	1	123776	Asterias rubens			90		1	1	1.0	0.015		1															
4	2020	LMEL	2	60015	9	vassild	VASSILD	1	126715	Argentina silus			10		1	1	1.0	0.062		3		1	E	0.062		3									
4	2020	LMEL	2	60015	12	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			21		1	1	1.0	31.72		1899		1	E	1.67		100	14		2						
4	2020	LMEL	2	60016	24	breiflabb	BREIFLABB	1	126555	Lophius piscatorius			10		1	1	1.0	9.46		2		1	E	9.46		2									
4	2020	LMEL	2	60016	28	glassvar	GLASSVAR	1	127146	Lepidorhombus whiffiagonis			10		1	1	1.0	7.685		12		1	E	7.685		12									
4	2020	LMEL	2	60016	27	knurr	KNURR	1	150637	Eutrigla gurnardus			10		1	1	1.0	29.1		176		1	E	16.5		100									
4	2020	LMEL	2	60016	30	lomre	LOMRE	1	127140	Microstomus kitt			10		1	1	1.0	0.111		1		1	E	0.111		1									
4	2020	LMEL	2	60016	23	lysing	LYSING	1	126484	Merluccius merluccius			10		1	1	1.0	3.75		5		1	E	3.75		5								2	
4	2020	LMEL	2	60016	31	strømsild	STRØMSILD	1	126716	Argentina sphyraena			10		1	1	1.0	0.477		14		1	E	0.477		14									
4	2020	LMEL	2	60016	29	sypike	SYPIKE	1	126446	Trisopterus minutus			10		1	1	1.0	0.04		3		1	E	0.04		3									
4	2020	LMEL	2	60016	34	gjøkskate	GJØKSKATE	1	105876	Leucoraja naevus			20		1	1	1.0	0.962		1		1	E	0.962		1	1								
4	2020	LMEL	2	60016	3	makrell	MAKRELL	1	127023	Scomber scombrus			20		1	1	1.0	0.27		1		1	F	0.27		1	1		2						
4	2020	LMEL	2	60016	1	sild'G05	SILD'G05	1	126417	Clupea harengus			20		1	1	1.0	0.286		1		1	E	0.286		1	1		2						
4	2020	LMEL	2	60016	26	spisskate	SPISSKATE	1	105872	Dipturus oxyrinchus			20		1	1	1.0	11.43		1		1	E	11.43		1	1								
4	2020	LMEL	2	60016	25	blåkjeft	BLÅKJEFT	1	127251	Helicolenus dactylopterus			21		1	1	1.0	1.012		41		1	E	1.012		41	20	20	2				1		
4	2020	LMEL	2	60016	22	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1	1.0	3.111		11		1	E	3.111		11	11		2						
4	2020	LMEL	2	60016	21	sei	SEI	1	126441	Pollachius virens			21		1	1	1.0	56.44		14		1	E	56.44		14	11		2						
4	2020	LMEL	2	60016	36	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			21		1	1	1.0	0.13		6		1	E	0.13		6	2		2						
4	2020	LMEL	2	60016	2	Hestmakrell	HESTMAKRELL	1	126822	Trachurus trachurus			34		1	1	1.0	0.812		3		1	F	0.812		3	3								
4	2020	LMEL	2	60016	20	Adamsia	ADAMSIA	1	100751	Adamsia			90		1	1	1.0	0.02		4															
4	2020	LMEL	2	60016	4	anemoneeremittkreps	ANEMONEEREMITTKREPS	1	107239	Pagurus prideaux			90		1	1	1.0	0.011		2															
4	2020	LMEL	2	60016	11	Anseropoda placenta	ANSEROPODA PLACENTA	1	123985	Anseropoda placenta			90		1	1	1.0	0.008		1															
4	2020	LMEL	2	60016	8	Bleiksjøpiggsvin	BLEIKSJØPIGGSVIN	1	124324	Strongylocentrotus pallidus			90		1	1	1.0	0.437		12															
4	2020	LMEL	2	60016	9	Cidaris cidaris	CIDARIS CIDARIS	1	124257	Cidaris cidaris			90		1	1	1.0	1.138		22															
4	2020	LMEL	2	60016	12	hestestjerne	HESTESTJERNE	1	124043	Hippasteria phrygiana			90		1	1	1.0	0.325		6															
4	2020	LMEL	2	60016	19	Hormathia	HORMATHIA	1	100757	Hormathia			90		1	1	1.0	0.113		24															
4	2020	LMEL	2	60016	13	Luidia sarsii	LUIDIA SARSII	1	123922	Luidia sarsii			90		1	1	1.0	0.008		1															
4	2020	LMEL	2	60016	5	Macropipus tuberculatus	MACROPIPUS TUBERCULATUS	1	107397	Macropipus tuberculatus			90		1	1	1.0	0.005		1															
4	2020	LMEL	2	60016	16	Ophiura ophiura	OPHIURA OPHIURA	1	124929	Ophiura ophiura			90		1	1	1.0	0.008		1															
4	2020	LMEL	2	60016	14	Pontaster tenuispinus	PONTASTER TENUISPINUS	1	123851	Pontaster tenuispinus			90		1	1	1.0	0.004		1															
4	2020	LMEL	2	60016	6	Rødpølse	RØDPØLSE	1	124535	Parastichopus Tremulus			90		1	1	1.0	0.412		1															
4	2020	LMEL	2	60016	17	Scaphander lignarius	SCAPHANDER LIGNARIUS	1	139488	Scaphander lignarius			90		1	1	1.0	0.06		12															
4	2020	LMEL	2	60016	18	Sjustripeskjell	SJUSTRIPESKJELL	1	140717	Pseudamussium Peslutrae			90		1	1	1.0	0.002		1															
4	2020	LMEL	2	60016	7	sjøpiggsvin	SJØPIGGSVIN	1	123082	Echinoidea			90		1	1	1.0	0.006		6															
4	2020	LMEL	2	60016	10	sjøpiggsvin	SJØPIGGSVIN	2	123082	Echinoidea			90		1	1	1.0	0.021		1															
4	2020	LMEL	2	60016	15	sypute	SYPUTE	1	125166	Porania pulvillus			90		1	1	1.0	0.075		3															
4	2020	LMEL	2	60016	32	Loligo	LOLIGO	1	138139	Loligo			91		1	1	1.0	9.57		155		1	B	6.185		100								3	
4	2020	LMEL	2	60016	33	Sepiola	SEPIOLA	1	138483	Sepiola			91		1	1	1.0	0.008		1		1	B	0.008		1								3	
4	2020	LMEL	2	60016	35	trollkrabbe	TROLLKRABBE	1	107205	Lithodes maja			92		1	1	1.0	0.573		1		1	E	0.573		1	1								
4	2020	LMEL	2	60017	22	glassvar	GLASSVAR	1	127146	Lepidorhombus whiffiagonis			10		1	1	1.0	2.47		4		1	E	2.47		4									
4	2020	LMEL	2	60017	25	knurr	KNURR	1	150637	Eutrigla gurnardus			10		1	1	1.0	1.371		10		1	E	1.371		10									
4	2020	LMEL	2	60017	23	lange	LANGE	1	126461	Molva molva			10		1	1	1.0	1.57		1		1	E	1.57		1									
4	2020	LMEL	2	60017	29	lysing	LYSING	1	126484	Merluccius merluccius			10		1	1	1.0	2.14		6		1	E	2.14		6								2	
4	2020	LMEL	2	60017	21	smørflyndre	SMØRFLYNDRE	1	127136	Glyptocephalus cynoglossus			10		1	1	1.0	0.066		1		1	E	0.066		1									
4	2020	LMEL	2	60017	30	strømsild	STRØMSILD	1	126716	Argentina sphyraena			10		1	1	1.0	1.78		41		1	E	1.78		41									
4	2020	LMEL	2	60017	24	sypike	SYPIKE	1	126446	Trisopterus minutus			10		1	1	1.0	0.093		6		1	E	0.093		6									
4	2020	LMEL	2	60017	33	villsvinfisk	VILLSVINFISK	1	127419	Capros aper			10		1	1	1.0	0.022		1		1	E	0.022		1									
4	2020	LMEL	2	60017	32	blåkjeft	BLÅKJEFT	1	127251	Helicolenus dactylopterus			21		1	1	1.0	0.535		18		1	E	0.535		18	11	11							
4	2020	LMEL	2	60017	27	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1	1.0	4.42		13		1	E	4.42		13	9		2						
4	2020	LMEL	2	60017	26	sei	SEI	1	126441	Pollachius virens			21		1	1	1.0	11.95		4		1	E	11.95		4	4		2						
4	2020	LMEL	2	60017	28	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			21		1	1	1.0	0.593		40		1	E	0.593		40	7		2						
4	2020	LMEL	2	60017	19	makrell	MAKRELL	1	127023	Scomber scombrus			23		1	1	1.0	0.036		1		1	F	0.036		1	1		2						
4	2020	LMEL	2	60017	20	sild'G05	SILD'G05	1	126417	Clupea harengus			23		1	1	1.0	0.773		4		1	E	0.773		4	4		2						
4	2020	LMEL	2	60017	18	Hestmakrell	HESTMAKRELL	1	126822	Trachurus trachurus			34		1	1	1.0	0.25		1		1	F	0.25		1	1								
4	2020	LMEL	2	60017	17	kolmule	KOLMULE	1	126439	Micromesistius poutassou			34		1	1	1.0	0.391		12		1	E	0.391		12	12								
4	2020	LMEL	2	60017	15	Adamsia	ADAMSIA	1	100751	Adamsia			90		1	1	1.0	0.018		5															
4	2020	LMEL	2	60017	1	anemoneeremittkreps	ANEMONEEREMITTKREPS	1	107239	Pagurus prideaux			90		1	1	1.0	0.021		3															
4	2020	LMEL	2	60017	5	Bleiksjøpiggsvin	BLEIKSJØPIGGSVIN	1	124324	Strongylocentrotus pallidus			90		1	1	1.0	0.337		17															
4	2020	LMEL	2	60017	6	Cidaris cidaris	CIDARIS CIDARIS	1	124257	Cidaris cidaris			90		1	1	1.0	0.184		3															
4	2020	LMEL	2	60017	14	Hormathia	HORMATHIA	1	100757	Hormathia			90		1	1	1.0	0.067		16															
4	2020	LMEL	2	60017	8	Luidia sarsii	LUIDIA SARSII	1	123922	Luidia sarsii			90		1	1	1.0	0.035		4															
4	2020	LMEL	2	60017	2	Pagurus Alatus	PAGURUS ALATUS	1	107230	Pagurus Alatus			90		1	1	1.0	0.02		5															
4	2020	LMEL	2	60017	9	Pontaster tenuispinus	PONTASTER TENUISPINUS	1	123851	Pontaster tenuispinus			90		1	1	1.0	0.007		2															
4	2020	LMEL	2	60017	12	Pteraster	PTERASTER	1	123335	Pteraster			90		1	1	1.0	0.005		1															
4	2020	LMEL	2	60017	3	Rødpølse	RØDPØLSE	1	124535	Parastichopus Tremulus			90		1	1	1.0	0.201		1															
4	2020	LMEL	2	60017	10	Rødsjøstjerne	RØDSJØSTJERNE	1	123813	Stichastrella rosea			90		1	1	1.0	0.003		1															
4	2020	LMEL	2	60017	13	Scaphander lignarius	SCAPHANDER LIGNARIUS	1	139488	Scaphander lignarius			90		1	1	1.0	0.06		18															
4	2020	LMEL	2	60017	4	sjøpiggsvin	SJØPIGGSVIN	2	123082	Echinoidea			90		1	1	1.0	0.565		182															
4	2020	LMEL	2	60017	16	Suberites	SUBERITES	1	132072	Suberites			90		1	1	1.0	0.007		1															
4	2020	LMEL	2	60017	7	svamper	SVAMPER	1	558	Porifera			90		1	1	1.0	0.001		1															
4	2020	LMEL	2	60017	11	sypute	SYPUTE	1	125166	Porania pulvillus			90		1	1	1.0	0.004		1															
4	2020	LMEL	2	60017	31	Loligo	LOLIGO	1	138139	Loligo			91		1	1	1.0	2.62		62		1	B	2.62		62									
4	2020	LMEL	2	60018	19	sei	SEI	1	126441	Pollachius virens					1	1		106.6																	
4	2020	LMEL	2	60018	20	hyse	HYSE	1	126437	Melanogrammus aeglefinus					1	1		9.92																	
4	2020	LMEL	2	60018	21	blåkjeft	BLÅKJEFT	1	127251	Helicolenus dactylopterus					1	1		1.236																	
4	2020	LMEL	2	60018	22	strømsild	STRØMSILD	1	126716	Argentina sphyraena					1	1		0.582																	
4	2020	LMEL	2	60018	23	Loligo	LOLIGO	1	138139	Loligo					1	1		25.1																	
4	2020	LMEL	2	60018	24	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii					1	1		37.52																	
4	2020	LMEL	2	60018	25	gjøkskate	GJØKSKATE	1	105876	Leucoraja naevus					1	1		1.419																	
4	2020	LMEL	2	60018	26	villsvinfisk	VILLSVINFISK	1	127419	Capros aper					1	1		0.449																	
4	2020	LMEL	2	60018	27	knurr	KNURR	1	150637	Eutrigla gurnardus					1	1		0.821																	
4	2020	LMEL	2	60018	28	glassvar	GLASSVAR	1	127146	Lepidorhombus whiffiagonis					1	1		1.98																	
4	2020	LMEL	2	60018	29	makrell	MAKRELL	1	127023	Scomber scombrus					1	1		0.543																	
4	2020	LMEL	2	60018	30	Hestmakrell	HESTMAKRELL	1	126822	Trachurus trachurus					1	1		0.056																	
4	2020	LMEL	2	60018	31	lomre	LOMRE	1	127140	Microstomus kitt					1	1		0.18																	
4	2020	LMEL	2	60018	32	blå brennmanet	BLÅ BRENNMANET	1	135302	Cyanea lamarcki					1	1		0.384																	
4	2020	LMEL	2	60018	33	Todaropsis eblanae	TODAROPSIS EBLANAE	1	140625	Todaropsis eblanae					1	1		0.034																3	
4	2020	LMEL	2	60018	1	Suberites	SUBERITES	1	132072	Suberites			90		1	1		0.1		6															
4	2020	LMEL	2	60018	2	anemoneeremittkreps	ANEMONEEREMITTKREPS	1	107239	Pagurus prideaux			90		1	1		0.105		4															
4	2020	LMEL	2	60018	3	Bernakeremittkreps	BERNAKEREMITTKREPS	1	107232	Pagurus bernhardus			90		1	1		0.008		2															
4	2020	LMEL	2	60018	4	trettenpiggmudderreke	TRETTENPIGGMUDDERREKE	1	107564	Pontophilus spinosus			90		1	1		1.0E-4		1															
4	2020	LMEL	2	60018	5	Rødpølse	RØDPØLSE	1	124535	Parastichopus Tremulus			90		1	1		0.743		3															
4	2020	LMEL	2	60018	6	sjøpiggsvin	SJØPIGGSVIN	1	123082	Echinoidea			90		1	1		0.357		11															
4	2020	LMEL	2	60018	7	svamper	SVAMPER	1	558	Porifera			90		1	1		0.048																	
4	2020	LMEL	2	60018	8	Anseropoda placenta	ANSEROPODA PLACENTA	1	123985	Anseropoda placenta			90		1	1		0.002		1															
4	2020	LMEL	2	60018	9	blodsjøstjerne	BLODSJØSTJERNE	1	123276	Henricia			90		1	1		0.002		1															
4	2020	LMEL	2	60018	10	hestestjerne	HESTESTJERNE	1	124043	Hippasteria phrygiana			90		1	1		0.269		2															
4	2020	LMEL	2	60018	11	Luidia sarsii	LUIDIA SARSII	1	123922	Luidia sarsii			90		1	1		0.008		2															
4	2020	LMEL	2	60018	12	Pontaster tenuispinus	PONTASTER TENUISPINUS	1	123851	Pontaster tenuispinus			90		1	1		0.014		3															
4	2020	LMEL	2	60018	13	Rødsjøstjerne	RØDSJØSTJERNE	1	123813	Stichastrella rosea			90		1	1		0.001		1															
4	2020	LMEL	2	60018	14	sypute	SYPUTE	1	125166	Porania pulvillus			90		1	1		0.01		2															
4	2020	LMEL	2	60018	15	Ophiura ophiura	OPHIURA OPHIURA	1	124929	Ophiura ophiura			90		1	1		0.005		1															
4	2020	LMEL	2	60018	16	Scaphander lignarius	SCAPHANDER LIGNARIUS	1	139488	Scaphander lignarius			90		1	1		0.078		19															
4	2020	LMEL	2	60018	17	Onchidorididae	ONCHIDORIDIDAE	1	175	Onchidorididae			90		1	1		0.008		2															
4	2020	LMEL	2	60018	18	Hormathia	HORMATHIA	1	100757	Hormathia			90		1	1		0.011		2															
4	2020	LMEL	2	60021	15	glassvar	GLASSVAR	1	127146	Lepidorhombus whiffiagonis			10		1	1	1.0	3.58		4		1	E	3.58		4									
4	2020	LMEL	2	60021	18	villsvinfisk	VILLSVINFISK	1	127419	Capros aper			10		1	1	1.0	0.1529		8		1	E	0.1529		8									
4	2020	LMEL	2	60021	19	knurr	KNURR	1	150637	Eutrigla gurnardus			10		1	1	1.0	0.384		1		1	E	0.384		1									
4	2020	LMEL	2	60021	20	lomre	LOMRE	1	127140	Microstomus kitt			10		1	1	1.0	0.073		1		1	E	0.073		1									
4	2020	LMEL	2	60021	22	lysing	LYSING	1	126484	Merluccius merluccius			10		1	1	1.0	0.018		1		1	E	0.018		1									
4	2020	LMEL	2	60021	24	blåkjeft	BLÅKJEFT	1	127251	Helicolenus dactylopterus			10		1	1	1.0	0.672		34		1	E	0.672		34									
4	2020	LMEL	2	60021	17	kloskate	KLOSKATE	1	105865	Amblyraja radiata			20		1	1	1.0	0.528		1		1	E	0.528		1	1								
4	2020	LMEL	2	60021	21	gjøkskate	GJØKSKATE	1	105876	Leucoraja naevus			20		1	1	1.0	0.635		1		1	E	0.635		1	1								
4	2020	LMEL	2	60021	26	sild'G05	SILD'G05	1	126417	Clupea harengus			20		1	1	1.0	0.845		4		1	E	0.845		4	4		2						
4	2020	LMEL	2	60021	10	sei	SEI	1	126441	Pollachius virens			21		1	1	1.0	97.36		42		1	E	97.36		42	20		2						
4	2020	LMEL	2	60021	11	hvitting	HVITTING	1	126438	Merlangius merlangus			21		1	1	1.0	1.59		3		1	E	1.59		3	3		2						
4	2020	LMEL	2	60021	12	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1	1.0	1.501		19		1	E	1.501		19	7		2						
4	2020	LMEL	2	60021	13	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			21		1	1	1.0	23.72		2726		1	E	0.87		100	5		2						
4	2020	LMEL	2	60021	25	makrell	MAKRELL	1	127023	Scomber scombrus			23		1	1	1.0	1235.24		5974		1	F	20.678		100	100		2						
4	2020	LMEL	2	60021	1	anemoneeremittkreps	ANEMONEEREMITTKREPS	1	107239	Pagurus prideaux			90		1	1	1.0	0.015		4															
4	2020	LMEL	2	60021	2	Rødpølse	RØDPØLSE	1	124535	Parastichopus Tremulus			90		1	1	1.0	0.164		1															
4	2020	LMEL	2	60021	3	sjøpiggsvin	SJØPIGGSVIN	1	123082	Echinoidea			90		1	1	1.0	0.001		1															
4	2020	LMEL	2	60021	4	Phakellia	PHAKELLIA	1	131779	Phakellia			90		1	1	1.0	0.072		2															
4	2020	LMEL	2	60021	5	blodsjøstjerne	BLODSJØSTJERNE	1	123276	Henricia			90		1	1	1.0	0.002		1															
4	2020	LMEL	2	60021	6	Ophiura ophiura	OPHIURA OPHIURA	1	124929	Ophiura ophiura			90		1	1	1.0	0.003		1															
4	2020	LMEL	2	60021	7	Scaphander lignarius	SCAPHANDER LIGNARIUS	1	139488	Scaphander lignarius			90		1	1	1.0	0.004		1															
4	2020	LMEL	2	60021	8	Adamsia	ADAMSIA	1	100751	Adamsia			90		1	1	1.0	0.01		2															
4	2020	LMEL	2	60021	9	svamper	SVAMPER	1	558	Porifera			90		1	1	1.0	0.009		5															
4	2020	LMEL	2	60021	16	Loligo	LOLIGO	1	138139	Loligo			91		1	1	1.0	3.662		32		1	B	3.662		32									
4	2020	LMEL	2	60021	23	Eledone cirrhosa	ELEDONE CIRRHOSA	1	140600	Eledone cirrhosa			91		1	1	1.0	0.044		1		1	B	0.044		1								3	
4	2020	LMEL	2	60022	23	glassvar	GLASSVAR	1	127146	Lepidorhombus whiffiagonis			10		1	1	1.0	3.435		4		1	E	3.435		4									
4	2020	LMEL	2	60022	24	sypike	SYPIKE	1	126446	Trisopterus minutus			10		1	1	1.0	0.609		36		1	E	0.609		36									
4	2020	LMEL	2	60022	25	lomre	LOMRE	1	127140	Microstomus kitt			10		1	1	1.0	0.246		2		1	E	0.246		2									
4	2020	LMEL	2	60022	26	smørflyndre	SMØRFLYNDRE	1	127136	Glyptocephalus cynoglossus			10		1	1	1.0	0.036		1		1	E	0.036		1									
4	2020	LMEL	2	60022	27	vassild	VASSILD	1	126715	Argentina silus			10		1	1	1.0	0.006		1		1	E	0.006		1									
4	2020	LMEL	2	60022	28	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			10		1	1	1.0	0.017		1		1	E	0.017		1									
4	2020	LMEL	2	60022	30	strømsild	STRØMSILD	1	126716	Argentina sphyraena			10		1	1	1.0	0.558		14		1	E	0.558		14									
4	2020	LMEL	2	60022	31	knurr	KNURR	1	150637	Eutrigla gurnardus			10		1	1	1.0	2.24		8		1	E	2.24		8									
4	2020	LMEL	2	60022	32	tverrstripet knurr	TVERRSTRIPET KNURR	1	127259	Chelidonichthys cuculus			10		1	1	1.0	0.055		1		1	E	0.055		1									
4	2020	LMEL	2	60022	41	lysing	LYSING	1	126484	Merluccius merluccius			10		1	1	1.0	6.2		5		1	E	6.2		5								2	
4	2020	LMEL	2	60022	42	blåkjeft	BLÅKJEFT	1	127251	Helicolenus dactylopterus			10		1	1	1.0	0.075		2		1	E	0.075		2									
4	2020	LMEL	2	60022	22	småflekket rødhai	SMÅFLEKKET RØDHAI	1	105814	Scyliorhinus canicula			20		1	1	1.0	6.0		5		1	E	6.0		5	5								
4	2020	LMEL	2	60022	37	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1	1.0	6.8		23		1	E	6.8		23	14		2						
4	2020	LMEL	2	60022	38	torsk	TORSK	1	126436	Gadus morhua			21		1	1	1.0	3.365		1		1	E	3.365		1	1		2						
4	2020	LMEL	2	60022	39	hvitting	HVITTING	1	126438	Merlangius merlangus			21		1	1	1.0	4.9		12		1	E	4.9		12	9		2						
4	2020	LMEL	2	60022	40	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			21		1	1	1.0	4.925		175		1	E	2.815		100	9		2						
4	2020	LMEL	2	60022	29	kolmule	KOLMULE	1	126439	Micromesistius poutassou			34		1	1	1.0	0.167		4		1	E	0.167		4	4								
4	2020	LMEL	2	60022	33	makrell	MAKRELL	1	127023	Scomber scombrus			23		1	1	1.0	530.3		8505		1	F	6.235		100	100		2						
4	2020	LMEL	2	60022	34	sild'G05	SILD'G05	1	126417	Clupea harengus			20		1	1	1.0	0.326		2		1	E	0.326		2	2		2						
4	2020	LMEL	2	60022	35	ansjos	ANSJOS	1	126426	Engraulis encrasicolus			20		1	1	1.0	0.045		1		1	E	0.045		1	1		2						
4	2020	LMEL	2	60022	36	Hestmakrell	HESTMAKRELL	1	126822	Trachurus trachurus			34		1	1	1.0	0.059		1		1	F	0.059		1	1								
4	2020	LMEL	2	60022	1	hestestjerne	HESTESTJERNE	1	124043	Hippasteria phrygiana			90		1	1	1.0	0.349		3															
4	2020	LMEL	2	60022	2	sypute	SYPUTE	1	125166	Porania pulvillus			90		1	1	1.0	0.024		1															
4	2020	LMEL	2	60022	3	Ophiura ophiura	OPHIURA OPHIURA	1	124929	Ophiura ophiura			90		1	1	1.0	0.015		2															
4	2020	LMEL	2	60022	4	Scaphander lignarius	SCAPHANDER LIGNARIUS	1	139488	Scaphander lignarius			90		1	1	1.0	0.021		6															
4	2020	LMEL	2	60022	5	Astarte	ASTARTE	1	137683	Astarte			90		1	1	1.0	0.006		1															
4	2020	LMEL	2	60022	6	Chaetopterus	CHAETOPTERUS	1	129229	Chaetopterus			90		1	1	1.0	0.002		1															
4	2020	LMEL	2	60022	7	Caryophyllia smithii	CARYOPHYLLIA SMITHII	1	135144	Caryophyllia smithii			90		1	1	1.0	0.009		6															
4	2020	LMEL	2	60022	8	Hormathia	HORMATHIA	1	100757	Hormathia			90		1	1	1.0	0.001		1															
4	2020	LMEL	2	60022	9	Adamsia	ADAMSIA	1	100751	Adamsia			90		1	1	1.0	0.077		418															
4	2020	LMEL	2	60022	10	Hydroides	HYDROIDES	1	129566	Hydroides			90		1	1	1.0	0.001		3															
4	2020	LMEL	2	60022	11	Suberites	SUBERITES	1	132072	Suberites			90		1	1	1.0	0.012		3															
4	2020	LMEL	2	60022	12	anemoneeremittkreps	ANEMONEEREMITTKREPS	1	107239	Pagurus prideaux			90		1	1	1.0	0.132		20															
4	2020	LMEL	2	60022	13	Bernakeremittkreps	BERNAKEREMITTKREPS	1	107232	Pagurus bernhardus			90		1	1	1.0	0.001		1															
4	2020	LMEL	2	60022	14	Pagurus pubescens	PAGURUS PUBESCENS	1	107240	Pagurus pubescens			90		1	1	1.0	0.003		2															
4	2020	LMEL	2	60022	15	sjøpiggsvin	SJØPIGGSVIN	1	123082	Echinoidea			90		1	1	1.0	1.629		14															very pale S. pallidus?
4	2020	LMEL	2	60022	16	Balanoidea	BALANOIDEA	1	106041	Balanoidea			90		1	1	1.0	0.001		40															
4	2020	LMEL	2	60022	17	Phakellia	PHAKELLIA	1	131779	Phakellia			90		1	1	1.0	0.048		3															
4	2020	LMEL	2	60022	18	Axinella infundibuliformis	AXINELLA INFUNDIBULIFORMIS	1	132480	Axinella infundibuliformis			90		1	1	1.0	0.045		5															
4	2020	LMEL	2	60022	19	svamper	SVAMPER	1	558	Porifera			90		1	1	1.0	0.004		2															
4	2020	LMEL	2	60022	20	Tetillidae	TETILLIDAE	1	131683	Tetillidae			90		1	1	1.0	0.004		1															Craniella-lookinbg
4	2020	LMEL	2	60022	43	Loligo	LOLIGO	1	138139	Loligo			91		1	1	1.0	6.39		121		1	B	5.275		100								3	
4	2020	LMEL	2	60022	44	Illex coindetii	ILLEX COINDETII	1	140621	Illex coindetii			91		1	1	1.0	0.291		3		1	B	0.291		3								3	
4	2020	LMEL	2	60022	45	Todaropsis eblanae	TODAROPSIS EBLANAE	1	140625	Todaropsis eblanae			91		1	1	1.0	0.029		2		1	B	0.029		2								3	
4	2020	LMEL	2	60023	30	knurr	KNURR	1	150637	Eutrigla gurnardus			10		1	1	1.0	4.435		20		1	E	4.435		20									
4	2020	LMEL	2	60023	31	breiflabb	BREIFLABB	1	126555	Lophius piscatorius			10		1	1	1.0	0.045		1		1	E	0.045		1									
4	2020	LMEL	2	60023	34	glassvar	GLASSVAR	1	127146	Lepidorhombus whiffiagonis			10		1	1	1.0	2.55		5		1	E	2.55		5									
4	2020	LMEL	2	60023	35	lomre	LOMRE	1	127140	Microstomus kitt			10		1	1	1.0	0.246		1		1	E	0.246		1									
4	2020	LMEL	2	60023	36	strømsild	STRØMSILD	1	126716	Argentina sphyraena			10		1	1	1.0	0.49		14		1	E	0.106		3									
4	2020	LMEL	2	60023	37	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			10		1	1	1.0	0.077		9		1	E	0.036		4									
4	2020	LMEL	2	60023	38	sandflyndre	SANDFLYNDRE	1	127139	Limanda limanda			10		1	1	1.0	0.053		2		1	E	0.053		2									
4	2020	LMEL	2	60023	39	flekket fløyfisk	FLEKKET FLØYFISK	1	126793	Callionymus maculatus			10		1	1	1.0	0.007		1		1	E	0.007		1									
4	2020	LMEL	2	60023	41	sypike	SYPIKE	1	126446	Trisopterus minutus			10		1	1	1.0	0.648		51		1	E	0.511		40									
4	2020	LMEL	2	60023	42	gråsteinbit	GRÅSTEINBIT	1	126758	Anarhichas lupus			10		1	1	1.0	4.85		1		1	E	4.85		1									
