m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	c.catchsampleid	specimenid	individualproducttype	individualweight	individualvolume	lengthresolution	length	fat	fatpercent	sex	maturationstage	specialstage	eggstage	moultingstage	spawningfrequency	stomachfillfield	stomachfilllab	digestion	liver	liverparasite	gillworms	swollengills	fungusheart	fungusspores	fungusouter	blackspot	vertebraecount	agingstructureread	agingstructureweight	age	spawningage	spawningzones	readability	otolithtype	otolithedge	otolithcentre	calibration	growthzone1	growthzone2	growthzone3	growthzone4	growthzone5	growthzone6	growthzone7	growthzone8	growthzone9	growthzonestotal	coastalannuli	oceanicannuli	agereader	preferredagereading	tagid	tagtype	gonadweight	liverweight	stomachweight	diameter	mantlelength	carapacelength	headlength	snouttoendoftail	snouttoendsqueezed	snouttoanalfin	snouttodorsalfin	forklength	snouttoboneknob	lengthwithouthead	carapacewidth	rightclawwidth	rightclawlength	meroswidth	meroslength	japanesecut	abdomenwidth	tissuesamplenumber	individualcomment	cond
4	2020	LMEL	2	60010	11	50	1			2	0.085																																																																						
4	2020	LMEL	2	60010	11	51	1			2	0.145																																																																						
4	2020	LMEL	2	60010	11	52	1			2	0.105																																																																						
4	2020	LMEL	2	60010	11	53	1			2	0.105																																																																						
4	2020	LMEL	2	60010	11	54	1			2	0.09																																																																						
4	2020	LMEL	2	60010	11	55	1			2	0.09																																																																						
4	2020	LMEL	2	60010	11	56	1			2	0.055																																																																						
4	2020	LMEL	2	60010	11	57	1			2	0.065																																																																						
4	2020	LMEL	2	60010	11	58	1			2	0.08																																																																						
4	2020	LMEL	2	60010	11	59	1			2	0.07																																																																						
4	2020	LMEL	2	60010	11	60	1			2	0.11																																																																						
4	2020	LMEL	2	60010	11	61	1			2	0.15																																																																						
4	2020	LMEL	2	60010	11	62	1			2	0.06																																																																						
4	2020	LMEL	2	60010	11	63	1			2	0.135																																																																						
4	2020	LMEL	2	60010	11	64	1			2	0.12																																																																						
4	2020	LMEL	2	60010	11	65	1			2	0.145																																																																						
4	2020	LMEL	2	60010	11	66	1			2	0.11																																																																						
4	2020	LMEL	2	60010	11	67	1			2	0.13																																																																						
4	2020	LMEL	2	60010	11	68	1			2	0.135																																																																						
4	2020	LMEL	2	60010	11	69	1			2	0.095																																																																						
4	2020	LMEL	2	60010	11	70	1			2	0.12																																																																						
4	2020	LMEL	2	60010	11	71	1			2	0.115																																																																						
4	2020	LMEL	2	60010	11	72	1			2	0.1																																																																						
4	2020	LMEL	2	60010	11	73	1			2	0.095																																																																						
4	2020	LMEL	2	60010	11	74	1			2	0.135																																																																						
4	2020	LMEL	2	60010	11	75	1			2	0.05																																																																						
4	2020	LMEL	2	60010	11	76	1			2	0.11																																																																						
4	2020	LMEL	2	60010	11	77	1			2	0.1																																																																						
4	2020	LMEL	2	60010	11	78	1			2	0.1																																																																						
4	2020	LMEL	2	60010	11	79	1			2	0.115																																																																						
4	2020	LMEL	2	60010	11	80	1			2	0.145																																																																						
4	2020	LMEL	2	60010	11	81	1			2	0.11																																																																						
4	2020	LMEL	2	60010	11	82	1			2	0.095																																																																						
4	2020	LMEL	2	60010	11	83	1			2	0.085																																																																						
4	2020	LMEL	2	60010	11	84	1			2	0.115																																																																						
4	2020	LMEL	2	60010	11	85	1			2	0.1																																																																						
4	2020	LMEL	2	60010	11	86	1			2	0.11																																																																						
4	2020	LMEL	2	60010	11	87	1			2	0.1																																																																						
4	2020	LMEL	2	60010	11	88	1			2	0.15																																																																						
4	2020	LMEL	2	60010	11	89	1			2	0.125																																																																						
4	2020	LMEL	2	60010	11	90	1			2	0.11																																																																						
4	2020	LMEL	2	60010	11	91	1			2	0.14																																																																						
4	2020	LMEL	2	60010	11	92	1			2	0.115																																																																						
4	2020	LMEL	2	60010	11	93	1			2	0.075																																																																						
4	2020	LMEL	2	60010	11	94	1			2	0.23																																																																						
4	2020	LMEL	2	60010	11	95	1			2	0.115																																																																						
4	2020	LMEL	2	60012	25	1	1	0.036		2	0.13			2	1																																									8																									1.5475862624851389
4	2020	LMEL	2	60012	25	2	1	0.022		2	0.11			2	1																																									9																									1.545130315500686
4	2020	LMEL	2	60012	23	1	1			2	0.16																																																																						
4	2020	LMEL	2	60012	27	1	1			3	0.5																																																																						
4	2020	LMEL	2	60012	22	1	1	1.36		3	0.61			1	1																																																																		0.5846737031716936
4	2020	LMEL	2	60012	34	1	1	0.468		2	0.385			2	3	3																		3	2	1	1		4																1																										0.8043234533919641
4	2020	LMEL	2	60012	34	2	1	0.34		2	0.335			1	1	1																		2			1		4																1																										0.8844180257074632
4	2020	LMEL	2	60012	34	3	1	0.237		2	0.285			2	1	1																		2			1		4																1																										0.9973206213528396
4	2020	LMEL	2	60012	34	4	1	0.37		2	0.355			2	3	3																		2	2	0	1		4																1																										0.8097921932339264
4	2020	LMEL	2	60012	34	5	1	0.704		2	0.425			2	3	3																		4	3	1	1		4																1																										0.9010819743406829
4	2020	LMEL	2	60012	34	6	1	0.262		2	0.325			1	1	1																		2			1		4																1																										0.7458772798787949
4	2020	LMEL	2	60012	34	7	1	0.359		2	0.345			2	2	2																		2	2	0	1		4																1																										0.8555197144494434
4	2020	LMEL	2	60012	34	8	1	0.316		2	0.315			1	5	6																		2			5		4																1																										0.9873153604574926
4	2020	LMEL	2	60012	34	9	1	0.288		2	0.32			2	3	3																		2	2	0	1		4																1																										0.8586246074769097
4	2020	LMEL	2	60012	34	10	1	0.954		2	0.445			2	3	3																		3	3	0	1		4																1																										1.06455782299878
4	2020	LMEL	2	60012	34	11	1	0.346		2	0.33			2	2	2																		2	2	0	1		4																1																										0.9412416790180551
4	2020	LMEL	2	60012	34	12	1	0.032		2	0.155			2	1	1																		1			1		4																1																										0.8190460193483625
4	2020	LMEL	2	60012	34	13	1	0.037		2	0.165			1	1	1																		1			1		4																1																										0.7873308884403999
4	2020	LMEL	2	60012	34	14	1	0.02		2	0.13			2	1	1																		1			1		4																1																										0.859770145825077
4	2020	LMEL	2	60012	34	15	1	0.026		2	0.145			1	1	1																		1			1		4																1																										0.8102094177106716
4	2020	LMEL	2	60012	34	16	1			2	0.155																																																																						
4	2020	LMEL	2	60012	34	17	1			2	0.155																																																																						
4	2020	LMEL	2	60012	34	18	1			2	0.17																																																																						
4	2020	LMEL	2	60012	34	19	1			2	0.15																																																																						
4	2020	LMEL	2	60012	34	20	1			2	0.165																																																																						
4	2020	LMEL	2	60012	34	21	1			2	0.155																																																																						
4	2020	LMEL	2	60012	34	22	1			2	0.15																																																																						
4	2020	LMEL	2	60012	34	23	1			2	0.18																																																																						
4	2020	LMEL	2	60012	19	1	1			2	0.385																																																																						
4	2020	LMEL	2	60012	19	2	1			2	0.33																																																																						
4	2020	LMEL	2	60012	19	3	1			2	0.385																																																																						
4	2020	LMEL	2	60012	19	4	1			2	0.35																																																																						
4	2020	LMEL	2	60012	19	5	1			2	0.375																																																																						
4	2020	LMEL	2	60012	19	6	1			2	0.34																																																																						
4	2020	LMEL	2	60012	19	7	1			2	0.43																																																																						
4	2020	LMEL	2	60012	19	8	1			2	0.38																																																																						
4	2020	LMEL	2	60012	19	9	1			2	0.4																																																																						
4	2020	LMEL	2	60012	26	1	1			3	0.77																																																																						
4	2020	LMEL	2	60012	31	1	1			2	0.08																																																																						
4	2020	LMEL	2	60012	31	2	1			2	0.14																																																																						
4	2020	LMEL	2	60012	31	3	1			2	0.11																																																																						
4	2020	LMEL	2	60012	31	4	1			2	0.09																																																																						
4	2020	LMEL	2	60012	31	5	1			2	0.03																																																																						
4	2020	LMEL	2	60012	31	6	1			2	0.085																																																																						
4	2020	LMEL	2	60012	31	7	1			2	0.1																																																																						
4	2020	LMEL	2	60012	31	8	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	9	1			2	0.05																																																																						
4	2020	LMEL	2	60012	31	10	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	11	1			2	0.04																																																																						
4	2020	LMEL	2	60012	31	12	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	13	1			2	0.02																																																																						
4	2020	LMEL	2	60012	31	14	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	15	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	16	1			2	0.125																																																																						
4	2020	LMEL	2	60012	31	17	1			2	0.095																																																																						
4	2020	LMEL	2	60012	31	18	1			2	0.08																																																																						
4	2020	LMEL	2	60012	31	19	1			2	0.085																																																																						
4	2020	LMEL	2	60012	31	20	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	21	1			2	0.04																																																																						
4	2020	LMEL	2	60012	31	22	1			2	0.025																																																																						
4	2020	LMEL	2	60012	31	23	1			2	0.035																																																																						
4	2020	LMEL	2	60012	31	24	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	25	1			2	0.04																																																																						
4	2020	LMEL	2	60012	31	26	1			2	0.06																																																																						
4	2020	LMEL	2	60012	31	27	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	28	1			2	0.05																																																																						
4	2020	LMEL	2	60012	31	29	1			2	0.12																																																																						
4	2020	LMEL	2	60012	31	30	1			2	0.11																																																																						
4	2020	LMEL	2	60012	31	31	1			2	0.11																																																																						
4	2020	LMEL	2	60012	31	32	1			2	0.095																																																																						
4	2020	LMEL	2	60012	31	33	1			2	0.145																																																																						
4	2020	LMEL	2	60012	31	34	1			2	0.09																																																																						
4	2020	LMEL	2	60012	31	35	1			2	0.135																																																																						
4	2020	LMEL	2	60012	31	36	1			2	0.1																																																																						
4	2020	LMEL	2	60012	31	37	1			2	0.11																																																																						
4	2020	LMEL	2	60012	31	38	1			2	0.085																																																																						
4	2020	LMEL	2	60012	31	39	1			2	0.13																																																																						
4	2020	LMEL	2	60012	31	40	1			2	0.09																																																																						
4	2020	LMEL	2	60012	31	41	1			2	0.125																																																																						
4	2020	LMEL	2	60012	31	42	1			2	0.05																																																																						
4	2020	LMEL	2	60012	31	43	1			2	0.1																																																																						
4	2020	LMEL	2	60012	31	44	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	45	1			2	0.075																																																																						
4	2020	LMEL	2	60012	31	46	1			2	0.055																																																																						
4	2020	LMEL	2	60012	31	47	1			2	0.05																																																																						
4	2020	LMEL	2	60012	31	48	1			2	0.12																																																																						
4	2020	LMEL	2	60012	31	49	1			2	0.04																																																																						
4	2020	LMEL	2	60012	31	50	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	51	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	52	1			2	0.035																																																																						
4	2020	LMEL	2	60012	31	53	1			2	0.1																																																																						
4	2020	LMEL	2	60012	31	54	1			2	0.085																																																																						
4	2020	LMEL	2	60012	31	55	1			2	0.115																																																																						
4	2020	LMEL	2	60012	31	56	1			2	0.08																																																																						
4	2020	LMEL	2	60012	31	57	1			2	0.08																																																																						
4	2020	LMEL	2	60012	31	58	1			2	0.14																																																																						
4	2020	LMEL	2	60012	31	59	1			2	0.1																																																																						
4	2020	LMEL	2	60012	31	60	1			2	0.09																																																																						
4	2020	LMEL	2	60012	31	61	1			2	0.115																																																																						
4	2020	LMEL	2	60012	31	62	1			2	0.075																																																																						
4	2020	LMEL	2	60012	31	63	1			2	0.185																																																																						
4	2020	LMEL	2	60012	31	64	1			2	0.025																																																																						
4	2020	LMEL	2	60012	31	65	1			2	0.085																																																																						
4	2020	LMEL	2	60012	31	66	1			2	0.09																																																																						
4	2020	LMEL	2	60012	31	67	1			2	0.155																																																																						
4	2020	LMEL	2	60012	31	68	1			2	0.09																																																																						
4	2020	LMEL	2	60012	31	69	1			2	0.04																																																																						
4	2020	LMEL	2	60012	31	70	1			2	0.19																																																																						
4	2020	LMEL	2	60012	31	71	1			2	0.19																																																																						
4	2020	LMEL	2	60012	31	72	1			2	0.115																																																																						
4	2020	LMEL	2	60012	31	73	1			2	0.025																																																																						
4	2020	LMEL	2	60012	31	74	1			2	0.13																																																																						
4	2020	LMEL	2	60012	31	75	1			2	0.11																																																																						
4	2020	LMEL	2	60012	31	76	1			2	0.11																																																																						
4	2020	LMEL	2	60012	31	77	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	78	1			2	0.105																																																																						
4	2020	LMEL	2	60012	31	79	1			2	0.125																																																																						
4	2020	LMEL	2	60012	31	80	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	81	1			2	0.04																																																																						
4	2020	LMEL	2	60012	31	82	1			2	0.055																																																																						
4	2020	LMEL	2	60012	31	83	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	84	1			2	0.035																																																																						
4	2020	LMEL	2	60012	31	85	1			2	0.145																																																																						
4	2020	LMEL	2	60012	31	86	1			2	0.045																																																																						
4	2020	LMEL	2	60012	31	87	1			2	0.11																																																																						
4	2020	LMEL	2	60012	31	88	1			2	0.095																																																																						
4	2020	LMEL	2	60012	31	89	1			2	0.03																																																																						
4	2020	LMEL	2	60012	31	90	1			2	0.145																																																																						
4	2020	LMEL	2	60012	31	91	1			2	0.08																																																																						
4	2020	LMEL	2	60012	31	92	1			2	0.08																																																																						
4	2020	LMEL	2	60012	31	93	1			2	0.065																																																																						
4	2020	LMEL	2	60012	31	94	1			2	0.05																																																																						
4	2020	LMEL	2	60012	31	95	1			2	0.055																																																																						
4	2020	LMEL	2	60012	31	96	1			2	0.145																																																																						
4	2020	LMEL	2	60012	31	97	1			2	0.035																																																																						
4	2020	LMEL	2	60012	31	98	1			2	0.095																																																																						
4	2020	LMEL	2	60012	31	99	1			2	0.145																																																																						
4	2020	LMEL	2	60012	31	100	1			2	0.04																																																																						
4	2020	LMEL	2	60012	21	1	1			2	0.32																																																																						
4	2020	LMEL	2	60012	21	2	1			2	0.305																																																																						
4	2020	LMEL	2	60012	18	1	1	0.044		2	0.2			1		2				2														1			1																		1																										0.529880080761552
4	2020	LMEL	2	60012	18	2	1	0.04		2	0.19			1		2				3																	3																		1																										0.5607480729761046
4	2020	LMEL	2	60012	18	3	1	0.046		2	0.205			1		2				2														1			1																		1																										0.5148770433745433
4	2020	LMEL	2	60012	18	4	1	0.032		2	0.185			1		2				2														1			1																		1																										0.48545185185185186
4	2020	LMEL	2	60012	18	5	1	0.045		2	0.205			2		2				2														1			1																		1																										0.503684064170749
4	2020	LMEL	2	60012	18	6	1	0.037		2	0.19			2		2				2														1			1																		1																										0.5186919675028968
4	2020	LMEL	2	60012	18	7	1	0.036		2	0.19			1		2				2														1			1																		1																										0.5046732656784942
4	2020	LMEL	2	60012	30	1	1			2	0.03																																																																						
4	2020	LMEL	2	60012	33	1	1	2.98		3	0.65			2	3	3																		5	5	0	1		4																1																										1.060455292957447
4	2020	LMEL	2	60012	33	2	1	0.815		2	0.47			2	1	1																		5			1		4																1																										0.7725954927880966
4	2020	LMEL	2	60012	33	3	1	3.84		3	0.75			1	3	3																		9	5	4	1		4																1																										0.8922578334690212
4	2020	LMEL	2	60012	33	4	1	2.73		3	0.71			1	4	4																		8	7	1	1		4																1																										0.746869151192101
4	2020	LMEL	2	60012	33	5	1	2.055		3	0.64			1	3	3																		6	5	1	1		4																1																										0.7658305418251083
4	2020	LMEL	2	60012	33	6	1	1.34		3	0.55			2	4	4																		5	5	0	1		4																1																										0.7838371607546187
4	2020	LMEL	2	60012	33	7	1	1.945		3	0.6			2	3	3																		6	6	0	1		4																1																										0.8783214351636777
4	2020	LMEL	2	60012	33	8	1	2.43		3	0.59			2	3	3																		4	4	0	1		4																1																										1.1536003427569743
4	2020	LMEL	2	60012	33	9	1	4.04		3	0.8			1	2	2																		7	6	1	1		4																1																										0.7744506061298053
4	2020	LMEL	2	60012	33	10	1	1.72		3	0.58			2	1	1																		6			1		4																1																										0.8591338856515276
4	2020	LMEL	2	60012	33	11	1	6.06		3	0.84			1	2	2																		9	5	4	1		4																1																										1.0043902710880004
4	2020	LMEL	2	60012	33	12	1	1.02		3	0.5			2	1	1																		5			1		4																1																										0.7920015607089579
4	2020	LMEL	2	60012	33	13	1	1.97		3	0.62			2	3	3																		6	6	0	1		4																1																										0.8069120000000001
4	2020	LMEL	2	60012	33	14	1	1.34		3	0.52			2	1	1																		5			1		4																1																										0.9260339056257424
4	2020	LMEL	2	60012	33	15	1	2.56		3	0.61			2	3	3																		4	4	0	1		4																1																										1.1005622647937763
4	2020	LMEL	2	60012	33	16	1	3.7		3	0.73			2	3	3																		7			1		4																1																										0.9318364765499888
4	2020	LMEL	2	60012	33	17	1	2.77		3	0.67			2	3	3																		8	7	1	1		4																1																										0.9006757100035564
4	2020	LMEL	2	60012	33	18	1	1.04		3	0.51			1	1	1																		5			1		4																1																										0.7613978605818288
4	2020	LMEL	2	60012	33	19	1	1.31		3	0.54			1	1	1																		5			1		4																1																										0.8092482871039953
4	2020	LMEL	2	60012	33	20	1	3.14		3	0.74			2	3	3																		9	7	2	1		4																1																										0.7593829288178264
4	2020	LMEL	2	60012	33	21	1	0.79		2	0.455			1	1	1																		5			1		4																1																										0.8249997103689702
4	2020	LMEL	2	60012	33	22	1	5.11		3	0.82			2	3	3																		9	7	2	1		4																1																										0.9100370092105629
4	2020	LMEL	2	60012	33	23	1	1.63		3	0.53			1	1	1																		6			1		4																1																										1.064452431465671
4	2020	LMEL	2	60012	33	24	1	1.68		3	0.57			2	3	3																		5	5	0	1		4																1																										0.8837018163885921
4	2020	LMEL	2	60012	33	25	1	2.38		3	0.63			2	3	3																		6	5	1	1		4																1																										0.9295136700509622
4	2020	LMEL	2	60012	33	26	1	3.35		3	0.69			1	3	3																		7	4	3	1		4																1																										0.9979077449183968
4	2020	LMEL	2	60012	33	27	1	4.59		3	0.79			1	3	3																		9	6	3	1		4																1																										0.9135057799391444
4	2020	LMEL	2	60012	33	28	1	0.85		2	0.48			2	1	1																		4			1		4																1																										0.7567056430349628
4	2020	LMEL	2	60012	33	29	1	1.62		3	0.56			2	3	3																		4	3	1	1		4																1																										0.8981930103118935
4	2020	LMEL	2	60012	33	30	1	11.42		3	0.97			2	3	3																		13	7	6	1		4																1																										1.2321178711711256
4	2020	LMEL	2	60012	33	31	1	0.83		2	0.49			2	1	1																		5			1		4																1																										0.6947993250296617
4	2020	LMEL	2	60012	33	32	1	2.82		3	0.68			1	4	6																		6	5	1	1		4																1																										0.8773591179429663
4	2020	LMEL	2	60012	33	33	1			3	0.65																																																																						
4	2020	LMEL	2	60012	33	34	1			3	0.52																																																																						
4	2020	LMEL	2	60012	33	35	1			3	0.59																																																																						
4	2020	LMEL	2	60012	33	36	1			3	0.67																																																																						
4	2020	LMEL	2	60012	33	37	1			3	0.62																																																																						
4	2020	LMEL	2	60012	33	38	1			3	0.51																																																																						
4	2020	LMEL	2	60012	33	39	1			3	0.62																																																																						
4	2020	LMEL	2	60012	33	40	1			3	0.65																																																																						
4	2020	LMEL	2	60012	33	41	1			3	0.65																																																																						
4	2020	LMEL	2	60012	33	42	1			3	0.58																																																																						
4	2020	LMEL	2	60012	33	43	1			3	0.52																																																																						
4	2020	LMEL	2	60012	33	44	1			3	0.71																																																																						
4	2020	LMEL	2	60012	33	45	1			3	0.58																																																																						
4	2020	LMEL	2	60012	33	46	1			3	0.52																																																																						
4	2020	LMEL	2	60012	33	47	1			3	0.64																																																																						
4	2020	LMEL	2	60012	33	48	1			3	0.71																																																																						
4	2020	LMEL	2	60012	33	49	1			3	0.52																																																																						
4	2020	LMEL	2	60012	33	50	1			3	0.55																																																																						
4	2020	LMEL	2	60012	33	51	1			3	0.65																																																																						
4	2020	LMEL	2	60012	33	52	1			3	0.53																																																																						
4	2020	LMEL	2	60012	33	53	1			3	0.56																																																																						
4	2020	LMEL	2	60012	33	54	1			3	0.64																																																																						
4	2020	LMEL	2	60012	33	55	1			3	0.6																																																																						
4	2020	LMEL	2	60012	33	56	1			3	0.53																																																																						
4	2020	LMEL	2	60012	33	57	1			3	0.67																																																																						
4	2020	LMEL	2	60012	33	58	1			3	0.53																																																																						
4	2020	LMEL	2	60012	33	59	1			3	0.52																																																																						
4	2020	LMEL	2	60012	33	60	1			3	0.6																																																																						
4	2020	LMEL	2	60012	33	61	1			3	0.56																																																																						
4	2020	LMEL	2	60012	33	62	1			3	0.53																																																																						
4	2020	LMEL	2	60012	33	63	1			3	0.57																																																																						
4	2020	LMEL	2	60012	33	64	1			3	0.58																																																																						
4	2020	LMEL	2	60012	33	65	1			3	0.58																																																																						
4	2020	LMEL	2	60012	33	66	1			3	0.65																																																																						
4	2020	LMEL	2	60012	33	67	1			3	0.73																																																																						
4	2020	LMEL	2	60012	33	68	1			3	0.51																																																																						
4	2020	LMEL	2	60012	33	69	1			3	0.56																																																																						
4	2020	LMEL	2	60012	33	70	1			3	0.51																																																																						
4	2020	LMEL	2	60012	33	71	1			2	0.455																																																																						
4	2020	LMEL	2	60012	33	72	1			2	0.495																																																																						
4	2020	LMEL	2	60012	20	1	1	1.08		3	0.62			1	1																																																																		0.44236800000000004
4	2020	LMEL	2	60012	29	1	1			2	0.195																																																																						
4	2020	LMEL	2	60012	29	2	1			2	0.18																																																																						
4	2020	LMEL	2	60012	24	1	1			2	0.17																																																																						
4	2020	LMEL	2	60012	24	2	1			2	0.1																																																																						
4	2020	LMEL	2	60012	24	3	1			2	0.075																																																																						
4	2020	LMEL	2	60012	24	4	1			2	0.085																																																																						
4	2020	LMEL	2	60012	24	5	1			2	0.08																																																																						
4	2020	LMEL	2	60012	24	6	1			2	0.085																																																																						
4	2020	LMEL	2	60012	24	7	1			2	0.09																																																																						
4	2020	LMEL	2	60012	35	1	1	0.437		2	0.355			1	1	1																																																																	0.9564302390357455
4	2020	LMEL	2	60012	35	2	1	0.532		2	0.375			2	1	1																																																																	0.9889190987614985
4	2020	LMEL	2	60012	35	3	1	0.663		2	0.415			1	1	1																																																																	0.9110539364456571
4	2020	LMEL	2	60012	35	4	1	0.975		2	0.435			1	1	1																																																																	1.1643148688046647
4	2020	LMEL	2	60012	35	5	1	1.048		2	0.455			2	1	1																																																																	1.0944299955274441
4	2020	LMEL	2	60012	35	6	1			2	0.375																																																																						
4	2020	LMEL	2	60012	32	1	1			7	0.0713			1																																																																			
4	2020	LMEL	2	60012	28	1	1	0.005		2	0.1			1	1	1																		1			1		4																1																										0.4642997054598743
4	2020	LMEL	2	60012	28	2	1	0.011		2	0.11			2	1	1																		2			1		4																1																										0.772565157750343
4	2020	LMEL	2	60012	28	3	1			2	0.11																																																																						
4	2020	LMEL	2	60012	28	4	1			2	0.14																																																																						
4	2020	LMEL	2	60013	42	1	1			2	0.04																																																																						
4	2020	LMEL	2	60013	30	1	1			2	0.16																																																																						
4	2020	LMEL	2	60013	30	2	1			2	0.11																																																																						
4	2020	LMEL	2	60013	41	1	1			2	0.145																																																																						
4	2020	LMEL	2	60013	28	1	1	0.036		2	0.135			2	1																																									10																									1.3848234410217881
4	2020	LMEL	2	60013	28	2	1	0.033		2	0.125			1	1																																									11																									1.5921478164506861
4	2020	LMEL	2	60013	28	3	1	0.024		2	0.12			2	1																																									12																									1.3055784579554437
4	2020	LMEL	2	60013	28	4	1	0.028		2	0.125			1	1																																									13																									1.350913298806643
4	2020	LMEL	2	60013	28	5	1	0.025		2	0.12			2	1																																									14																									1.359977560370254
4	2020	LMEL	2	60013	28	6	1			2	0.05																																																																						
4	2020	LMEL	2	60013	39	1	1	0.2		3	0.52			1																																																																			0.13821401576503617
4	2020	LMEL	2	60013	34	1	1			2	0.305																																																																						
4	2020	LMEL	2	60013	34	2	1			2	0.13																																																																						
4	2020	LMEL	2	60013	38	1	1			2	0.41																																																																						
4	2020	LMEL	2	60013	38	2	1			2	0.28																																																																						
4	2020	LMEL	2	60013	31	1	1			2	0.195																																																																						
4	2020	LMEL	2	60013	31	2	1			2	0.22																																																																						
4	2020	LMEL	2	60013	31	3	1			2	0.23																																																																						
4	2020	LMEL	2	60013	31	4	1			2	0.18																																																																						
4	2020	LMEL	2	60013	31	5	1			2	0.215																																																																						
4	2020	LMEL	2	60013	31	6	1			2	0.205																																																																						
4	2020	LMEL	2	60013	31	7	1			2	0.175																																																																						
4	2020	LMEL	2	60013	31	8	1			2	0.2																																																																						
4	2020	LMEL	2	60013	31	9	1			2	0.195																																																																						
4	2020	LMEL	2	60013	31	10	1			2	0.215																																																																						
4	2020	LMEL	2	60013	31	11	1			2	0.205																																																																						
4	2020	LMEL	2	60013	31	12	1			2	0.195																																																																						
4	2020	LMEL	2	60013	31	13	1			2	0.185																																																																						
4	2020	LMEL	2	60013	31	14	1			2	0.195																																																																						
4	2020	LMEL	2	60013	31	15	1			2	0.15																																																																						
4	2020	LMEL	2	60013	31	16	1			2	0.195																																																																						
4	2020	LMEL	2	60013	36	1	1			3	0.52																																																																						
4	2020	LMEL	2	60013	36	2	1			2	0.33																																																																						
4	2020	LMEL	2	60013	35	1	1			2	0.36																																																																						
4	2020	LMEL	2	60013	35	2	1			2	0.335																																																																						
4	2020	LMEL	2	60013	35	3	1			2	0.335																																																																						
4	2020	LMEL	2	60013	32	1	1	1.14		3	0.67			1																																																																			0.37067520195092213
4	2020	LMEL	2	60013	33	1	1	2.22		3	0.8			1																																																																			0.4255644419822197
4	2020	LMEL	2	60013	40	1	1			2	0.1																																																																						
4	2020	LMEL	2	60013	40	2	1			2	0.09																																																																						
4	2020	LMEL	2	60013	40	3	1			2	0.075																																																																						
4	2020	LMEL	2	60013	40	4	1			2	0.16																																																																						
4	2020	LMEL	2	60013	40	5	1			2	0.05																																																																						
4	2020	LMEL	2	60013	40	6	1			2	0.175																																																																						
4	2020	LMEL	2	60013	40	7	1			2	0.13																																																																						
4	2020	LMEL	2	60013	40	8	1			2	0.12																																																																						
4	2020	LMEL	2	60013	40	9	1			2	0.15																																																																						
4	2020	LMEL	2	60013	40	10	1			2	0.155																																																																						
4	2020	LMEL	2	60013	40	11	1			2	0.04																																																																						
4	2020	LMEL	2	60013	40	12	1			2	0.095																																																																						
4	2020	LMEL	2	60013	40	13	1			2	0.145																																																																						
4	2020	LMEL	2	60013	40	14	1			2	0.12																																																																						
4	2020	LMEL	2	60013	40	15	1			2	0.065																																																																						
4	2020	LMEL	2	60013	40	16	1			2	0.145																																																																						
4	2020	LMEL	2	60013	40	17	1			2	0.045																																																																						
4	2020	LMEL	2	60013	40	18	1			2	0.1																																																																						
4	2020	LMEL	2	60013	40	19	1			2	0.105																																																																						
4	2020	LMEL	2	60013	40	20	1			2	0.09																																																																						
4	2020	LMEL	2	60013	40	21	1			2	0.12																																																																						
4	2020	LMEL	2	60013	40	22	1			2	0.05																																																																						
4	2020	LMEL	2	60013	40	23	1			2	0.085																																																																						
4	2020	LMEL	2	60013	40	24	1			2	0.05																																																																						
4	2020	LMEL	2	60013	40	25	1			2	0.14																																																																						
4	2020	LMEL	2	60013	40	26	1			2	0.09																																																																						
4	2020	LMEL	2	60013	40	27	1			2	0.07																																																																						
4	2020	LMEL	2	60013	40	28	1			2	0.08																																																																						
4	2020	LMEL	2	60013	40	29	1			2	0.13																																																																						
4	2020	LMEL	2	60013	40	30	1			2	0.05																																																																						
4	2020	LMEL	2	60013	40	31	1			2	0.03																																																																						
4	2020	LMEL	2	60013	40	32	1			2	0.07																																																																						
4	2020	LMEL	2	60013	40	33	1			2	0.09																																																																						
4	2020	LMEL	2	60013	40	34	1			2	0.145																																																																						
4	2020	LMEL	2	60013	40	35	1			2	0.095																																																																						
4	2020	LMEL	2	60013	40	36	1			2	0.16																																																																						
4	2020	LMEL	2	60013	40	37	1			2	0.11																																																																						
4	2020	LMEL	2	60013	40	38	1			2	0.14																																																																						
4	2020	LMEL	2	60013	40	39	1			2	0.155																																																																						
4	2020	LMEL	2	60013	40	40	1			2	0.085																																																																						
4	2020	LMEL	2	60013	40	41	1			2	0.07																																																																						
4	2020	LMEL	2	60013	40	42	1			2	0.055																																																																						
4	2020	LMEL	2	60013	40	43	1			2	0.085																																																																						
