"Ship:","4174","","Survey:","2020102","","Date:","15.02.2020"

"Station type","Time","Ref. no","Loc.St.No","Log","Latitude","Longitude","Depth","Heading","Speed","Water temp","Wind","Wind dir","Air temp","Air pressure","Humidity","Weather","Seastate","Clouds","Ice","Quantity","Code","Number","Serial no.","Wirelength","Min depth","Max depth","Opening","Spread","Comment"
"  -->","00:28:00","","","8412.292","6033.013081 N","00056.515234 W","86.46","212.48","2.7","8.0","12.7","227","6.1","993.5","72","","","","","","","","","","","","","",""
"  -->","00:29:00","","","8412.338","6032.969947 N","00056.546558 W","87.64","211.20","2.8","8.0","14.2","230","6.2","993.5","74","","","","","","","","","","","","","",""
"  -->","00:30:00","","","8412.386","6032.925360 N","00056.580018 W","88.50","216.03","2.9","8.0","15.1","224","6.2","993.6","73","","","","","","","","","","","","","",""
"  -->","00:31:00","","","8412.433","6032.882947 N","00056.624066 W","88.54","217.22","3.1","8.0","14.0","227","6.2","993.7","74","","","","","","","","","","","","","",""
"  -->","00:32:00","","","8412.481","6032.843035 N","00056.674334 W","88.67","222.26","2.9","8.0","16.7","224","6.3","993.6","73","","","","","","","","","","","","","",""
"  -->","00:33:00","","","8412.526","6032.805823 N","00056.727543 W","89.39","221.81","2.8","8.0","15.3","239","6.3","993.8","72","","","","","","","","","","","","","",""
"  -->","00:34:00","","","8412.573","6032.768089 N","00056.780963 W","92.56","221.90","2.9","8.0","16.3","223","6.3","993.6","71","","","","","","","","","","","","","",""
"  -->","00:35:00","","","8412.620","6032.730228 N","00056.834880 W","94.48","219.45","2.9","8.0","15.4","222","6.4","993.6","71","","","","","","","","","","","","","",""
"  -->","00:36:00","","","8412.666","6032.692694 N","00056.887375 W","94.11","217.80","2.7","8.0","15.5","216","6.4","993.7","71","","","","","","","","","","","","","",""
"  -->","00:37:00","","","8412.712","6032.654209 N","00056.936159 W","93.21","217.83","2.7","8.0","16.8","218","6.4","993.7","70","","","","","","","","","","","","","",""
"  -->","00:38:00","","","8412.758","6032.615564 N","00056.983927 W","94.74","217.17","2.9","8.0","15.4","226","6.5","993.7","69","","","","","","","","","","","","","",""
"  -->","00:39:00","","","8412.804","6032.576304 N","00057.032737 W","96.36","218.52","2.9","8.1","15.1","224","6.5","993.8","70","","","","","","","","","","","","","",""
"  -->","00:40:00","","","8412.851","6032.537094 N","00057.084805 W","97.13","217.67","3.1","8.1","13.9","230","6.5","993.8","71","","","","","","","","","","","","","",""
"  -->","00:41:00","","","8412.900","6032.495990 N","00057.135765 W","96.92","218.20","2.7","8.1","15.8","219","6.5","993.9","71","","","","","","","","","","","","","",""
"  -->","00:42:00","","","8412.949","6032.456581 N","00057.189232 W","95.55","217.59","2.9","8.1","15.2","215","6.6","993.7","70","","","","","","","","","","","","","",""
"  -->","00:43:00","","","8412.997","6032.416827 N","00057.243042 W","94.24","218.11","2.7","8.0","16.5","225","6.6","994.0","71","","","","","","","","","","","","","",""
"  -->","00:44:00","","","8413.043","6032.377728 N","00057.292973 W","93.01","217.57","2.8","8.0","15.7","219","6.7","993.7","69","","","","","","","","","","","","","",""
"  -->","00:45:00","","","8413.088","6032.341962 N","00057.346825 W","92.02","217.25","2.8","8.1","15.5","224","6.7","993.6","70","","","","","","","","","","","","","",""
"  -->","00:46:00","","","8413.133","6032.304155 N","00057.397487 W","91.78","216.51","2.7","8.1","16.4","222","6.6","993.8","71","","","","","","","","","","","","","",""
"  -->","00:47:00","","","8413.180","6032.265557 N","00057.449120 W","92.38","216.78","3.0","8.0","15.0","225","6.7","993.9","71","","","","","","","","","","","","","101.31",""
"  -->","00:48:00","","","8413.227","6032.228101 N","00057.502913 W","92.97","217.51","2.8","8.0","14.6","219","6.8","993.9","72","","","","","","","","","","","","","",""
"  -->","00:49:00","","","8413.274","6032.189817 N","00057.556670 W","93.16","217.60","2.9","8.1","15.1","225","6.8","993.9","72","","","","","","","","","","","","","",""
"  -->","00:50:00","","","8413.322","6032.150241 N","00057.610469 W","93.22","217.76","2.7","8.1","17.0","226","6.8","993.9","72","","","","","","","","","","","","","",""
"  -->","00:51:00","","","8413.370","6032.111247 N","00057.663230 W","93.24","218.72","2.7","8.0","12.9","220","6.9","993.7","70","","","","","","","","","","","","","",""
"  -->","00:52:00","","","8413.417","6032.072612 N","00057.717719 W","93.79","215.02","2.8","8.1","15.7","218","7.0","993.8","70","","","","","","","","","","","","","",""
"  -->","00:53:00","","","8413.464","6032.032871 N","00057.767014 W","94.21","212.70","3.2","8.1","16.5","229","6.8","993.9","70","","","","","","","","","","","","","",""
"  -->","00:54:00","","","8413.511","6031.990716 N","00057.809902 W","94.49","213.04","3.0","8.1","15.9","222","6.9","993.8","70","","","","","","","","","","","","","",""
"  -->","00:55:00","","","8413.559","6031.948156 N","00057.853313 W","94.51","213.22","3.0","8.1","15.3","225","7.0","993.9","69","","","","","","","","","","","","","",""
"  -->","00:56:00","","","8413.608","6031.906762 N","00057.900295 W","94.05","213.29","2.9","8.1","15.7","225","7.0","993.8","70","","","","","","","","","","","","","",""
"  -->","00:57:00","","","8413.655","6031.864594 N","00057.946189 W","94.15","213.40","2.9","8.1","17.2","218","7.1","993.7","70","","","","","","","","","","","","","",""
"  -->","00:58:00","","","8413.703","6031.823450 N","00057.990938 W","94.23","213.56","2.6","8.1","17.5","218","7.1","993.9","67","","","","","","","","","","","","","149.13",""
"  -->","00:59:00","","","8413.747","6031.784059 N","00058.032815 W","93.69","213.89","2.6","8.1","14.9","225","7.2","993.7","66","","","","","","","","","","","","","149.13",""
"  -->","01:00:00","","","8413.794","6031.742312 N","00058.069758 W","94.30","212.66","2.5","8.1","16.3","224","7.2","993.7","68","","","","","","","","","","","","","",""
"  -->","01:01:00","","","8413.836","6031.704673 N","00058.103570 W","94.63","213.41","2.7","8.1","13.6","228","7.2","993.7","66","","","","","","","","","","","","","",""
"  -->","01:02:00","","","8413.884","6031.661859 N","00058.143782 W","94.97","213.09","2.6","8.1","15.6","227","7.2","993.7","66","","","","","","","","","","","","","",""
"  -->","01:03:00","","","8413.928","6031.622136 N","00058.184428 W","95.24","213.44","2.7","8.1","18.1","224","7.2","993.8","67","","","","","","","","","","","","","",""
"  -->","01:04:00","","","8413.974","6031.582114 N","00058.224232 W","95.20","213.29","2.6","8.1","17.0","227","7.2","993.9","65","","","","","","","","","","","","","",""
"  -->","01:05:00","","","8414.018","6031.541579 N","00058.265067 W","95.11","212.84","2.7","8.1","16.8","223","7.2","993.8","66","","","","","","","","","","","","","",""
"  -->","01:06:00","","","8414.065","6031.501056 N","00058.307695 W","94.82","213.26","2.6","8.1","17.3","224","7.1","993.8","67","","","","","","","","","","","","","",""
"  -->","01:07:00","","","8414.111","6031.458638 N","00058.344629 W","94.69","213.46","2.7","8.1","16.5","227","7.2","993.8","66","","","","","","","","","","","","","",""
"  -->","01:08:00","","","8414.158","6031.416337 N","00058.382349 W","94.89","213.34","3.1","8.1","14.8","228","7.2","993.7","66","","","","","","","","","","","","","",""
"  -->","01:09:00","","","8414.206","6031.373536 N","00058.423064 W","95.05","213.38","3.1","8.1","15.5","226","7.1","994.0","67","","","","","","","","","","","","","",""
"  -->","01:10:00","","","8414.254","6031.330936 N","00058.466272 W","94.88","213.01","3.3","8.1","15.0","223","7.1","994.0","67","","","","","","","","","","","","","",""
"  -->","01:11:00","","","8414.301","6031.288352 N","00058.507792 W","95.20","212.88","3.0","8.1","17.9","226","7.1","993.9","68","","","","","","","","","","","","","",""
"  -->","01:12:00","","","8414.348","6031.246486 N","00058.546414 W","95.61","213.53","2.7","8.1","16.3","231","7.0","994.0","67","","","","","","","","","","","","","",""
"  -->","01:13:00","","","8414.395","6031.203252 N","00058.583836 W","96.26","214.05","2.7","8.1","16.2","229","7.0","993.8","68","","","","","","","","","","","","","",""
"  -->","01:14:00","","","8414.444","6031.159431 N","00058.623987 W","96.78","212.89","2.9","8.1","16.9","237","6.9","994.0","69","","","","","","","","","","","","","",""
"  -->","01:15:00","","","8414.492","6031.114914 N","00058.664645 W","97.74","213.39","2.9","8.1","15.3","231","6.8","993.9","70","","","","","","","","","","","","","",""
"  -->","01:16:00","","","8414.541","6031.070643 N","00058.700918 W","98.18","213.51","2.9","8.1","14.3","232","6.8","993.9","71","","","","","","","","","","","","","",""
"  -->","01:17:00","","","8414.593","6031.021904 N","00058.741692 W","98.72","212.50","3.0","8.0","14.9","237","6.8","993.8","71","","","","","","","","","","","","","",""
"  -->","01:18:00","","","8414.645","6030.974683 N","00058.779365 W","98.84","213.89","3.0","8.0","15.4","231","6.8","993.8","72","","","","","","","","","","","","","",""
"  -->","01:19:00","","","8414.697","6030.927452 N","00058.820651 W","99.29","213.45","3.2","8.0","15.2","234","6.7","994.1","73","","","","","","","","","","","","","",""
"  -->","01:20:00","","","8414.748","6030.880943 N","00058.855409 W","99.48","210.87","2.5","8.0","15.4","246","6.7","994.1","72","","","","","","","","","","","","","",""
"  -->","01:21:00","","","8414.787","6030.843056 N","00058.866070 W","99.81","198.65","2.3","8.0","13.6","237","6.7","994.0","72","","","","","","","","","","","","","",""
"  -->","01:22:00","","","8414.822","6030.811212 N","00058.851468 W","100.12","185.60","2.0","8.0","14.8","241","6.7","994.2","73","","","","","","","","","","","","","",""
"  -->","01:23:00","","","8414.853","6030.784957 N","00058.820670 W","100.48","177.92","1.8","8.0","14.5","242","6.8","994.1","73","","","","","","","","","","","","","",""
"  -->","01:24:00","","","8414.881","6030.763716 N","00058.782450 W","100.89","173.21","1.6","8.0","12.6","242","6.8","994.3","72","","","","","","","","","","","","","",""
"  -->","01:25:00","","","8414.908","6030.747885 N","00058.740091 W","100.89","167.51","1.9","8.0","13.5","238","6.7","994.4","71","","","","","","","","","","","","","",""
"  -->","01:26:00","","","8414.933","6030.736268 N","00058.697285 W","101.22","165.18","1.2","8.0","12.9","234","6.7","994.5","71","","","","","","","","","","","","","",""
"  -->","01:27:00","","","8414.956","6030.728763 N","00058.652742 W","101.38","158.19","1.6","8.0","12.3","230","6.7","994.6","70","","","","","","","","","","","","","",""
"  -->","01:28:00","","","8414.978","6030.725450 N","00058.610367 W","101.69","152.21","1.1","8.0","12.0","237","6.7","994.5","70","","","","","","","","","","","","","",""
"  -->","01:29:00","","","8414.995","6030.726278 N","00058.571951 W","101.62","144.87","1.0","8.0","11.6","232","6.7","994.6","71","","","","","","","","","","","","","",""
"  -->","01:30:00","","","8415.013","6030.730349 N","00058.537062 W","101.86","137.89","0.9","8.0","11.7","232","6.7","994.6","70","","","","","","","","","","","","","",""
"  -->","01:31:00","","","8415.028","6030.738115 N","00058.506547 W","101.92","135.51","0.7","8.0","11.4","229","6.8","994.7","70","","","","","","","","","","","","","",""
"  -->","01:32:00","","","8415.040","6030.748137 N","00058.479480 W","101.60","128.96","1.0","8.0","13.2","228","6.8","994.7","70","","","","","","","","","","","","","",""
"  -->","01:33:00","","","8415.057","6030.759937 N","00058.452555 W","101.72","123.05","1.0","8.0","12.2","231","6.9","994.8","68","","","","","","","","","","","","","",""
"  -->","01:34:00","","","8415.074","6030.772058 N","00058.425945 W","101.81","121.84","1.1","8.0","13.5","225","6.9","994.6","68","","","","","","","","","","","","","",""
"  -->","01:35:00","","","8415.089","6030.783844 N","00058.398855 W","101.66","122.44","1.0","8.0","14.5","232","6.9","994.7","69","","","","","","","","","","","","","",""
"  -->","01:36:00","","","8415.108","6030.796137 N","00058.370176 W","101.60","124.45","1.1","8.0","11.9","225","6.8","994.5","68","","","","","","","","","","","","","",""
"  -->","01:37:00","","","8415.126","6030.808107 N","00058.342682 W","101.80","123.23","1.2","8.0","12.9","229","6.9","994.6","67","","","","","","","","","","","","","",""
"  -->","01:38:00","","","8415.142","6030.819056 N","00058.314431 W","101.34","124.53","1.1","8.0","10.8","224","6.8","994.9","68","","","","","","","","","","","","","",""
"  -->","01:39:00","","","8415.156","6030.830429 N","00058.288352 W","101.34","124.49","1.0","8.0","11.1","224","6.8","994.8","69","","","","","","","","","","","","","",""
"  -->","01:40:00","","","8415.174","6030.842707 N","00058.262028 W","100.96","123.27","0.9","8.0","13.9","223","6.8","994.9","70","","","","","","","","","","","","","",""
"  -->","01:41:00","","","8415.191","6030.856062 N","00058.235172 W","100.94","119.58","1.3","8.0","14.6","222","6.7","994.9","68","","","","","","","","","","","","","",""
"  -->","01:42:00","","","8415.209","6030.869673 N","00058.208596 W","100.59","119.28","1.3","8.0","13.2","223","6.7","994.8","69","","","","","","","","","","","","","",""
"  -->","01:43:00","","","8415.228","6030.883625 N","00058.182344 W","100.14","121.24","1.1","8.0","13.5","219","6.7","994.9","69","","","","","","","","","","","","","",""
"  -->","01:44:00","","","8415.247","6030.897971 N","00058.157661 W","99.88","119.67","1.3","8.0","11.9","224","6.7","994.8","69","","","","","","","","","","","","","",""
"  -->","01:45:00","","","8415.265","6030.912598 N","00058.132465 W","99.32","120.74","0.9","8.0","13.1","225","6.7","994.8","70","","","","","","","","","","","","","",""
"  -->","01:46:00","","","8415.283","6030.926179 N","00058.106317 W","99.13","122.20","1.0","8.0","12.8","225","6.6","994.9","70","","","","","","","","","","","","","",""
"  -->","01:47:00","","","8415.300","6030.939190 N","00058.081207 W","99.02","124.56","1.2","8.0","13.9","227","6.7","994.9","70","","","","","","","","","","","","","",""
"  -->","01:48:00","","","8415.317","6030.952560 N","00058.053807 W","98.54","127.78","1.3","8.0","13.6","222","6.7","994.9","70","","","","","","","","","","","","","",""
"  -->","01:49:00","","","8415.337","6030.966439 N","00058.028071 W","98.42","125.11","1.1","8.0","12.3","230","6.7","994.9","71","","","","","","","","","","","","","",""
"  -->","01:50:00","","","8415.355","6030.980133 N","00058.002016 W","98.10","126.46","1.1","8.0","13.6","221","6.7","995.0","71","","","","","","","","","","","","","",""
"  -->","01:51:00","","","8415.373","6030.994502 N","00057.976213 W","98.29","127.50","1.3","8.0","15.1","224","6.7","995.0","70","","","","","","","","","","","","","",""
"  -->","01:52:00","","","8415.391","6031.009482 N","00057.951076 W","98.37","126.53","1.5","8.0","14.7","227","6.7","995.0","68","","","","","","","","","","","","","",""
"  -->","01:53:00","","","8415.410","6031.023670 N","00057.925238 W","98.54","126.76","1.0","8.0","12.9","229","6.7","995.0","69","","","","","","","","","","","","","",""
"  -->","01:54:00","","","8415.426","6031.037253 N","00057.901667 W","98.53","123.65","0.9","8.0","13.4","221","6.8","995.0","70","","","","","","","","","","","","","",""
"  -->","01:55:00","","","8415.440","6031.051149 N","00057.879539 W","98.66","120.16","1.1","8.0","13.2","222","6.7","995.1","70","","","","","","","","","","","","","",""
"  -->","01:56:00","","","8415.455","6031.065521 N","00057.858262 W","98.64","118.85","1.0","8.0","12.0","220","6.6","995.1","71","","","","","","","","","","","","","",""
"  -->","01:57:00","","","8415.467","6031.078620 N","00057.836812 W","98.66","118.04","1.1","8.0","12.9","223","6.6","995.0","72","","","","","","","","","","","","","",""
"  -->","01:58:00","","","8415.482","6031.091609 N","00057.813553 W","98.74","120.29","1.1","8.0","12.5","228","6.6","995.0","70","","","","","","","","","","","","","",""
"  -->","01:59:00","","","8415.497","6031.103948 N","00057.789152 W","98.93","122.76","0.9","8.0","12.1","235","6.6","995.0","71","","","","","","","","","","","","","",""
"  -->","02:00:00","","","8415.510","6031.115725 N","00057.764473 W","98.88","123.69","0.7","8.0","11.8","225","6.6","995.0","70","","","","","","","","","","","","","",""
"  -->","02:01:00","","","8415.522","6031.126719 N","00057.740392 W","98.82","122.91","1.0","8.0","11.4","229","6.7","995.0","70","","","","","","","","","","","","","",""
"  -->","02:02:00","","","8415.534","6031.138204 N","00057.715625 W","98.93","125.33","0.9","8.0","11.3","230","6.6","995.0","70","","","","","","","","","","","","","109.31",""
"  -->","02:03:00","","","8415.545","6031.148486 N","00057.691150 W","99.26","126.22","1.1","8.0","10.9","232","6.7","995.0","71","","","","","","","","","","","","","109.31",""
"  -->","02:04:00","","","8415.557","6031.158958 N","00057.666315 W","99.21","125.63","0.9","8.0","13.3","229","6.7","995.1","71","","","","","","","","","","","","","",""
"  -->","02:05:00","","","8415.572","6031.169633 N","00057.640666 W","99.54","125.29","1.3","8.0","13.2","234","6.7","995.1","69","","","","","","","","","","","","","",""
"  -->","02:06:00","","","8415.584","6031.181047 N","00057.615574 W","99.36","126.62","1.2","8.0","12.1","231","6.8","995.1","69","","","","","","","","","","","","","",""
"  -->","02:07:00","","","8415.596","6031.192613 N","00057.591859 W","99.73","126.73","0.9","8.0","12.2","225","6.8","995.1","69","","","","","","","","","","","","","",""
"  -->","02:08:00","","","8415.607","6031.205415 N","00057.570424 W","99.83","127.13","0.7","8.0","12.2","226","6.8","995.1","69","","","","","","","","","","","","","",""
"  -->","02:09:00","","","8415.619","6031.218871 N","00057.549864 W","100.04","123.14","1.3","8.0","10.4","228","6.8","995.1","70","","","","","","","","","","","","","",""
"  -->","02:10:00","","","8415.629","6031.231214 N","00057.530326 W","99.97","121.31","0.7","8.0","13.1","220","6.8","995.1","72","","","","","","","","","","","","","",""
"  -->","02:11:00","","","8415.639","6031.243840 N","00057.511475 W","100.09","119.96","1.1","8.0","11.2","225","6.7","995.2","71","","","","","","","","","","","","","",""
"  -->","02:12:00","","","8415.647","6031.256198 N","00057.493530 W","100.15","120.27","1.1","8.0","13.5","225","6.7","995.2","71","","","","","","","","","","","","","",""
"  -->","02:13:00","","","8415.659","6031.269755 N","00057.475657 W","100.13","119.77","1.2","8.0","11.4","228","6.6","995.3","72","","","","","","","","","","","","","",""
"  -->","02:14:00","","","8415.669","6031.282465 N","00057.458233 W","100.26","121.49","1.1","8.0","11.8","222","6.7","995.1","71","","","","","","","","","","","","","",""
"  -->","02:15:00","","","8415.680","6031.295910 N","00057.439517 W","100.26","124.22","1.1","8.0","13.5","234","6.6","995.3","72","","","","","","","","","","","","","",""
"  -->","02:16:00","","","8415.692","6031.308551 N","00057.418010 W","100.17","127.26","1.0","8.1","12.5","232","6.7","995.2","72","","","","","","","","","","","","","",""
"  -->","02:17:00","","","8415.702","6031.320899 N","00057.396990 W","100.12","129.30","1.1","8.1","12.7","233","6.8","995.2","72","","","","","","","","","","","","","",""
"  -->","02:18:00","","","8415.713","6031.332852 N","00057.375713 W","100.01","129.60","0.6","8.0","12.4","233","6.7","995.3","71","","","","","","","","","","","","","",""
"  -->","02:19:00","","","8415.721","6031.344818 N","00057.356001 W","100.10","129.18","1.0","8.0","11.3","233","6.7","995.2","72","","","","","","","","","","","","","",""
"  -->","02:20:00","","","8415.731","6031.357074 N","00057.336583 W","99.79","128.04","1.2","8.1","10.3","242","6.8","995.3","72","","","","","","","","","","","","","",""
"  -->","02:21:00","","","8415.740","6031.369070 N","00057.316756 W","99.44","128.13","0.6","8.1","11.4","233","6.7","995.4","73","","","","","","","","","","","","","",""
"  -->","02:22:00","","","8415.750","6031.380554 N","00057.296545 W","99.30","129.66","1.1","8.1","10.8","235","6.6","995.3","72","","","","","","","","","","","","","",""
"  -->","02:23:00","","","8415.760","6031.391540 N","00057.275601 W","99.67","132.09","0.9","8.1","10.2","232","6.7","995.2","72","","","","","","","","","","","","","",""
"  -->","02:24:00","","","8415.767","6031.402260 N","00057.255332 W","100.37","134.26","1.0","8.1","10.0","232","6.7","995.2","73","","","","","","","","","","","","","",""
"  -->","02:25:00","","","8415.772","6031.413587 N","00057.237618 W","100.89","133.99","1.0","8.1","10.6","233","6.6","995.3","74","","","","","","","","","","","","","",""
"  -->","02:26:00","","","8415.777","6031.425131 N","00057.221475 W","101.14","131.74","0.7","8.1","10.3","231","6.6","995.4","74","","","","","","","","","","","","","",""
"  -->","02:27:00","","","8415.783","6031.437094 N","00057.204691 W","101.45","128.09","0.7","8.1","10.1","229","6.6","995.4","74","","","","","","","","","","","","","",""
"  -->","02:28:00","","","8415.787","6031.448728 N","00057.187874 W","102.06","125.65","1.1","8.1","9.1","224","6.7","995.4","74","","","","","","","","","","","","","",""
"  -->","02:29:00","","","8415.795","6031.460352 N","00057.172903 W","101.81","124.26","0.9","8.1","9.6","229","6.8","995.3","75","","","","","","","","","","","","","",""
"  -->","02:30:00","","","8415.797","6031.471234 N","00057.157977 W","102.06","123.10","1.1","8.1","10.5","231","6.7","995.4","77","","","","","","","","","","","","","",""
"  -->","02:31:00","","","8415.807","6031.482853 N","00057.141100 W","102.32","122.19","0.6","8.1","10.2","220","6.6","995.3","75","","","","","","","","","","","","","",""
"  -->","02:32:00","","","8415.812","6031.494968 N","00057.125816 W","102.41","120.76","1.0","8.1","9.4","218","6.6","995.2","76","","","","","","","","","","","","","",""
"  -->","02:33:00","","","8415.820","6031.507530 N","00057.110129 W","102.38","120.84","0.9","8.1","10.3","218","6.6","995.2","75","","","","","","","","","","","","","",""
"  -->","02:34:00","","","8415.826","6031.520217 N","00057.095759 W","102.38","120.07","0.9","8.1","9.8","219","6.5","995.2","76","","","","","","","","","","","","","",""
"  -->","02:35:00","","","8415.832","6031.532696 N","00057.081744 W","102.58","120.65","1.4","8.1","10.0","228","6.5","995.2","75","","","","","","","","","","","","","",""
"  -->","02:36:00","","","8415.838","6031.545290 N","00057.067600 W","102.45","119.66","0.9","8.1","9.8","230","6.6","995.3","74","","","","","","","","","","","","","",""
"  -->","02:37:00","","","8415.842","6031.557585 N","00057.051812 W","102.34","118.96","0.7","8.1","10.4","221","6.6","995.3","75","","","","","","","","","","","","","",""
"  -->","02:38:00","","","8415.845","6031.569022 N","00057.034796 W","102.07","119.54","1.0","8.1","9.3","224","6.6","995.2","74","","","","","","","","","","","","","",""
"  -->","02:39:00","","","8415.850","6031.579596 N","00057.017915 W","102.05","119.92","0.9","8.1","10.3","233","6.7","995.1","74","","","","","","","","","","","","","",""
"  -->","02:40:00","","","8415.856","6031.589927 N","00056.999734 W","102.04","119.89","1.1","8.1","12.3","230","6.7","995.1","75","","","","","","","","","","","","","",""
"  -->","02:41:00","","","8415.864","6031.601250 N","00056.979717 W","101.96","123.60","0.8","8.1","10.9","225","6.6","995.1","74","","","","","","","","","","","","","",""
"  -->","02:42:00","","","8415.872","6031.612733 N","00056.959626 W","101.93","124.17","0.9","8.1","10.3","227","6.7","995.0","73","","","","","","","","","","","","","",""
"  -->","02:43:00","","","8415.882","6031.623691 N","00056.938515 W","102.24","125.29","1.1","8.0","11.9","231","6.7","995.0","73","","","","","","","","","","","","","",""
"  -->","02:44:00","","","8415.892","6031.635345 N","00056.916555 W","102.11","127.00","0.7","8.0","9.6","229","6.7","995.0","72","","","","","","","","","","","","","",""
"  -->","02:45:00","","","8415.899","6031.646511 N","00056.895181 W","102.31","126.94","1.2","8.0","11.1","226","6.7","995.0","74","","","","","","","","","","","","","",""
"  -->","02:46:00","","","8415.907","6031.657277 N","00056.875785 W","101.90","128.87","0.9","8.0","9.8","232","6.7","994.9","73","","","","","","","","","","","","","",""
"  -->","02:47:00","","","8415.914","6031.668643 N","00056.853970 W","102.06","126.52","0.9","8.0","10.0","226","6.7","994.9","73","","","","","","","","","","","","","",""
