"Ship:","4174","","Survey:","2020102","","Date:","07.02.2020"

"Station type","Time","Ref. no","Loc.St.No","Log","Latitude","Longitude","Depth","Heading","Speed","Water temp","Wind","Wind dir","Air temp","Air pressure","Humidity","Weather","Seastate","Clouds","Ice","Quantity","Code","Number","Serial no.","Wirelength","Min depth","Max depth","Opening","Spread","Comment"
"  -->","00:12:00","","","7392.710","6013.064243 N","00322.331221 E","271.46","275.13","10.2","-999.00","4.6","174","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:13:00","","","7392.887","6013.081577 N","00321.980771 E","280.13","275.23","10.3","7.5","3.8","172","7.0","1025.2","98","","","","","","","","","","","","","",""
"  -->","00:14:00","","","7393.060","6013.098926 N","00321.634083 E","267.97","275.47","10.5","-999.00","4.3","174","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:15:00","","","7393.232","6013.117881 N","00321.291272 E","266.03","275.46","10.3","7.5","5.6","175","7.0","1025.2","98","","","","","","","","","","","","","",""
"  -->","00:16:00","","","7393.405","6013.137590 N","00320.945643 E","264.42","275.23","10.9","7.5","","","7.0","1025.2","98","","","","","","","","","","","","","",""
"  -->","00:17:00","","","7393.581","6013.156363 N","00320.598014 E","263.18","275.60","10.6","-999.00","6.5","179","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:18:00","","","7393.756","6013.177100 N","00320.249434 E","261.66","275.62","10.4","7.5","6.3","177","7.0","1025.0","97","","","","","","","","","","","","","",""
"  -->","00:19:00","","","7393.932","6013.196572 N","00319.898099 E","259.11","275.69","10.6","-999.00","5.7","177","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:20:00","","","7394.108","6013.216491 N","00319.545637 E","269.99","276.50","10.7","7.5","6.2","177","7.0","1025.0","97","","","","","","","","","","","","","",""
"  -->","00:21:00","","","7394.284","6013.235864 N","00319.193784 E","254.83","272.88","10.7","7.5","6.4","","7.0","1025.0","97","","","","","","","","","","","","","",""
"  -->","00:22:00","","","7394.463","6013.247472 N","00318.840674 E","251.79","272.55","10.7","-999.00","6.3","173","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:23:00","","","7394.639","6013.256835 N","00318.491663 E","248.72","272.16","10.2","7.5","6.0","175","7.0","1025.1","97","","","","","","","","","","","","","",""
"  -->","00:24:00","","","7394.814","6013.267161 N","00318.137141 E","247.09","272.81","10.9","7.5","","","7.0","1025.0","97","","","","","","","","","","","","","",""
"  -->","00:25:00","","","7394.990","6013.280189 N","00317.782715 E","246.69","273.47","10.7","-999.00","6.1","176","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:26:00","","","7395.169","6013.293778 N","00317.428941 E","242.23","273.23","10.3","7.5","7.5","176","7.0","1025.0","98","","","","","","","","","","","","","",""
"  -->","00:27:00","","","7395.348","6013.308473 N","00317.071946 E","235.60","273.73","10.5","-999.00","5.7","178","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:28:00","","","7395.523","6013.321502 N","00316.719954 E","230.99","273.64","10.4","7.5","5.3","177","7.0","1025.0","98","","","","","","","","","","","","","",""
"  -->","00:29:00","","","7395.701","6013.334542 N","00316.367461 E","221.55","272.92","10.7","-999.00","5.7","179","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:30:00","","","7395.878","6013.347099 N","00316.013002 E","219.89","273.22","10.3","7.5","5.8","176","7.0","1025.0","98","","","","","","","","","","","","","",""
"  -->","00:31:00","","","7396.052","6013.359326 N","00315.663082 E","214.45","273.17","10.4","-999.00","","","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:32:00","","","7396.229","6013.372044 N","00315.309437 E","207.83","273.27","10.6","-999.00","","","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:33:00","","","7396.406","6013.384407 N","00314.950740 E","203.77","273.62","10.8","7.5","7.0","188","6.9","1025.0","97","","","","","","","","","","","","","",""
"  -->","00:34:00","","","7396.586","6013.396833 N","00314.591292 E","198.78","273.34","10.9","7.5","7.2","191","6.9","1025.0","96","","","","","","","","","","","","","",""
"  -->","00:35:00","","","7396.767","6013.409932 N","00314.234253 E","198.82","275.02","10.7","-999.00","7.0","190","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:36:00","","","7396.945","6013.427803 N","00313.877800 E","192.11","276.26","10.8","7.5","","","6.9","1025.0","96","","","","","","","","","","","","","",""
"  -->","00:37:00","","","7397.125","6013.449919 N","00313.519486 E","189.61","276.81","10.8","-999.00","6.8","179","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:38:00","","","7397.305","6013.470224 N","00313.163251 E","186.08","276.91","10.5","7.6","6.3","179","6.9","1025.0","94","","","","","","","","","","","","","",""
"  -->","00:39:00","","","7397.481","6013.488927 N","00312.810177 E","182.24","276.54","11.2","-999.00","","","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:40:00","","","7397.656","6013.506664 N","00312.459666 E","178.84","275.90","10.1","7.6","7.7","182","6.9","1025.0","94","","","","","","","","","","","","","",""
"  -->","00:41:00","","","7397.834","6013.525678 N","00312.109193 E","173.55","276.16","10.2","7.7","6.9","177","6.9","1024.9","94","","","","","","","","","","","","","",""
"  -->","00:42:00","","","7398.008","6013.545464 N","00311.760136 E","170.11","276.95","10.8","-999.00","","172","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:43:00","","","7398.180","6013.564785 N","00311.414802 E","163.32","276.38","10.0","7.7","6.7","174","6.9","1024.9","94","","","","","","","","","","","","","",""
"  -->","00:44:00","","","7398.356","6013.584721 N","00311.072625 E","162.22","276.48","10.4","7.7","6.3","174","6.9","1024.9","94","","","","","","","","","","","","","",""
"  -->","00:45:00","","","7398.530","6013.604554 N","00310.722768 E","157.15","276.03","10.4","-999.00","6.7","175","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:46:00","","","7398.706","6013.624220 N","00310.370561 E","155.75","277.00","10.6","","5.5","191","","","","","","","","","","","","","","","","",""
"  -->","00:47:00","","","7398.880","6013.644062 N","00310.021016 E","150.92","276.25","10.0","7.7","5.1","190","6.9","1024.9","98","","","","","","","","","","","","","",""
"  -->","00:48:00","","","7399.059","6013.663926 N","00309.669124 E","147.32","276.76","10.6","7.7","","","6.9","1024.9","98","","","","","","","","","","","","","",""
"  -->","00:49:00","","","7399.234","6013.684642 N","00309.318091 E","144.17","276.12","10.5","-999.00","4.9","189","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:50:00","","","7399.412","6013.702989 N","00308.967763 E","141.60","276.28","10.7","7.7","5.0","188","6.9","1024.9","98","","","","","","","","","","","","","",""
"  -->","00:51:00","","","7399.585","6013.723684 N","00308.619876 E","138.88","277.27","10.6","-999.00","","188","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:52:00","","","7399.761","6013.745048 N","00308.270293 E","136.47","276.39","10.2","7.6","7.2","194","6.8","1025.0","99","","","","","","","","","","","","","",""
"  -->","00:53:00","","","7399.939","6013.765377 N","00307.917214 E","134.17","276.09","10.9","7.7","4.8","193","6.8","1025.0","99","","","","","","","","","","","","","",""
"  -->","00:54:00","","","7400.114","6013.785299 N","00307.566107 E","131.81","276.43","10.9","-999.00","4.6","193","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:55:00","","","7400.290","6013.806001 N","00307.216037 E","130.53","276.48","10.5","8.6","6.4","166","6.8","1025.0","98","","","","","","","","","","","","","",""
"  -->","00:56:00","","","7400.464","6013.826468 N","00306.869807 E","129.01","275.39","10.5","-999.00","7.7","178","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","00:57:00","","","7400.643","6013.842791 N","00306.522722 E","127.84","273.48","10.0","8.6","6.6","175","6.8","1025.0","98","","","","","","","","","","","","","",""
"  -->","00:58:00","","","7400.811","6013.856909 N","00306.178020 E","126.55","274.46","10.7","8.6","7.0","","6.8","1025.0","98","","","","","","","","","","","","","",""
"  -->","00:59:00","","","7400.985","6013.871957 N","00305.828739 E","125.87","273.80","10.4","-999.00","6.4","170","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:00:00","","","7401.160","6013.885221 N","00305.476798 E","124.92","274.16","10.4","8.6","6.1","173","6.8","1025.0","98","","","","","","","","","","","","","",""
"  -->","01:01:00","","","7401.337","6013.899243 N","00305.125004 E","124.30","273.64","10.5","8.8","4.8","178","6.9","1024.9","96","","","","","","","","","","","","","",""
"  -->","01:02:00","","","7401.514","6013.914121 N","00304.769664 E","123.57","274.52","11.0","-999.00","5.8","179","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:03:00","","","7401.693","6013.928055 N","00304.417367 E","122.97","274.24","10.3","8.8","5.8","176","7.0","1024.9","95","","","","","","","","","","","","","",""
"  -->","01:04:00","","","7401.864","6013.940030 N","00304.077913 E","122.82","274.43","10.2","8.8","6.0","173","7.0","1024.9","96","","","","","","","","","","","","","",""
"  -->","01:05:00","","","7402.031","6013.953403 N","00303.737349 E","121.97","274.36","10.2","8.8","6.0","194","7.0","1024.9","96","","","","","","","","","","","","","",""
"  -->","01:06:00","","","7402.206","6013.967812 N","00303.389943 E","121.74","274.06","10.5","-999.00","8.3","195","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:07:00","","","7402.382","6013.982347 N","00303.038913 E","121.48","274.48","10.6","8.8","8.5","193","7.0","1024.9","95","","","","","","","","","","","","","",""
"  -->","01:08:00","","","7402.556","6013.997485 N","00302.688121 E","121.17","274.33","10.3","8.8","","","7.0","1024.9","95","","","","","","","","","","","","","",""
"  -->","01:09:00","","","7402.732","6014.012718 N","00302.336783 E","120.58","274.39","10.5","-999.00","5.6","187","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:10:00","","","7402.907","6014.027367 N","00301.986914 E","120.76","274.86","10.9","8.8","7.5","185","6.8","1024.8","97","","","","","","","","","","","","","",""
"  -->","01:11:00","","","7403.083","6014.041741 N","00301.634337 E","120.20","274.53","11.2","8.7","7.3","185","6.8","1024.6","92","","","","","","","","","","","","","",""
"  -->","01:12:00","","","7403.261","6014.054921 N","00301.282200 E","119.91","274.61","10.8","8.7","8.6","180","6.8","1024.6","93","","","","","","","","","","","","","",""
"  -->","01:13:00","","","7403.436","6014.068290 N","00300.931828 E","119.45","274.64","10.6","-999.00","6.7","180","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:14:00","","","7403.615","6014.083330 N","00300.578624 E","119.42","274.36","10.7","8.7","6.6","169","6.8","1024.6","93","","","","","","","","","","","","","",""
"  -->","01:15:00","","","7403.793","6014.097271 N","00300.221709 E","118.83","274.40","10.3","-999.00","5.5","175","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:16:00","","","7403.968","6014.111638 N","00259.867419 E","118.71","274.94","10.5","8.7","7.4","167","6.8","1024.5","93","","","","","","","","","","","","","",""
"  -->","01:17:00","","","7404.147","6014.125650 N","00259.513994 E","118.16","274.65","10.7","8.7","6.8","172","6.8","1024.5","94","","","","","","","","","","","","","",""
"  -->","01:18:00","","","7404.322","6014.139520 N","00259.162292 E","117.96","274.87","10.7","8.7","6.6","170","6.8","1024.5","94","","","","","","","","","","","","","",""
"  -->","01:19:00","","","7404.497","6014.153802 N","00258.809762 E","117.65","274.12","10.3","8.7","6.3","193","6.9","1024.4","95","","","","","","","","","","","","","",""
"  -->","01:20:00","","","7404.674","6014.167445 N","00258.456281 E","117.25","273.86","10.4","8.7","7.1","196","6.9","1024.4","95","","","","","","","","","","","","","",""
"  -->","01:21:00","","","7404.849","6014.180961 N","00258.106213 E","116.75","274.89","10.2","-999.00","6.4","193","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:22:00","","","7405.025","6014.194667 N","00257.753704 E","116.40","274.80","10.6","8.7","7.6","192","6.7","1024.5","96","","","","","","","","","","","","","",""
"  -->","01:23:00","","","7405.201","6014.208130 N","00257.402049 E","115.95","274.49","10.7","-999.00","9.3","191","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:24:00","","","7405.379","6014.221934 N","00257.050015 E","115.44","274.58","10.6","8.7","9.2","186","6.7","1024.5","96","","","","","","","","","","","","","",""
"  -->","01:25:00","","","7405.559","6014.234268 N","00256.694276 E","115.12","274.81","10.9","8.7","5.9","184","6.7","1024.4","96","","","","","","","","","","","","","",""
"  -->","01:26:00","","","7405.731","6014.247847 N","00256.343160 E","114.83","274.29","10.5","8.7","5.8","187","6.8","1024.4","97","","","","","","","","","","","","","",""
"  -->","01:27:00","","","7405.908","6014.260332 N","00255.987578 E","114.60","273.86","10.6","8.7","6.2","184","6.8","1024.4","97","","","","","","","","","","","","","",""
"  -->","01:28:00","","","7406.088","6014.272571 N","00255.631815 E","114.19","275.01","10.7","8.6","7.7","187","7.0","1024.4","95","","","","","","","","","","","","","",""
"  -->","01:29:00","","","7406.268","6014.289769 N","00255.273381 E","114.00","276.98","11.1","-999.00","7.7","190","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:30:00","","","7406.447","6014.309142 N","00254.916078 E","113.62","276.14","10.4","8.6","4.7","188","7.0","1024.4","95","","","","","","","","","","","","","",""
"  -->","01:31:00","","","7406.622","6014.328802 N","00254.562162 E","113.38","277.01","10.6","8.6","7.1","194","6.9","1024.3","97","","","","","","","","","","","","","",""
"  -->","01:32:00","","","7406.802","6014.348140 N","00254.207426 E","112.86","276.70","10.6","8.6","7.1","194","6.9","1024.3","97","","","","","","","","","","","","","",""
"  -->","01:33:00","","","7406.977","6014.367465 N","00253.854283 E","112.64","276.37","10.4","8.6","7.2","197","6.7","1024.3","98","","","","","","","","","","","","","",""
"  -->","01:34:00","","","7407.158","6014.386408 N","00253.503839 E","112.40","276.75","10.7","8.6","9.4","190","6.7","1024.4","98","","","","","","","","","","","","","",""
"  -->","01:35:00","","","7407.331","6014.406140 N","00253.151402 E","111.90","276.55","10.7","8.6","7.0","192","6.7","1024.5","98","","","","","","","","","","","","","",""
"  -->","01:36:00","","","7407.508","6014.426036 N","00252.798723 E","111.33","276.54","10.3","8.6","9.2","192","6.7","1024.5","98","","","","","","","","","","","","","",""
"  -->","01:37:00","","","7407.687","6014.446509 N","00252.446969 E","110.64","276.88","10.8","8.6","8.5","187","6.7","1024.5","99","","","","","","","","","","","","","",""
"  -->","01:38:00","","","7407.863","6014.467913 N","00252.091387 E","110.26","276.15","10.9","-999.00","8.6","187","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:39:00","","","7408.043","6014.487428 N","00251.733506 E","109.72","276.79","11.1","8.6","7.1","192","6.8","1024.3","98","","","","","","","","","","","","","",""
"  -->","01:40:00","","","7408.224","6014.504802 N","00251.376373 E","109.96","274.26","10.8","8.6","10.0","199","6.7","1024.3","99","","","","","","","","","","","","","",""
"  -->","01:41:00","","","7408.402","6014.515139 N","00251.019423 E","109.78","273.98","10.9","8.6","8.9","186","6.7","1024.4","99","","","","","","","","","","","","","",""
"  -->","01:42:00","","","7408.579","6014.525098 N","00250.660248 E","110.09","273.00","10.5","8.6","6.9","186","6.6","1024.3","97","","","","","","","","","","","","","",""
"  -->","01:43:00","","","7408.757","6014.534945 N","00250.301532 E","109.96","273.28","10.8","8.6","8.2","180","6.7","1024.4","96","","","","","","","","","","","","","",""
"  -->","01:44:00","","","7408.936","6014.545371 N","00249.942507 E","109.60","273.08","10.7","-999.00","6.9","180","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:45:00","","","7409.115","6014.554985 N","00249.584483 E","108.12","273.49","10.9","8.6","9.2","182","6.7","1024.4","95","","","","","","","","","","","","","",""
"  -->","01:46:00","","","7409.295","6014.565391 N","00249.224101 E","107.48","272.96","11.0","8.6","7.8","175","6.8","1024.3","95","","","","","","","","","","","","","",""
"  -->","01:47:00","","","7409.476","6014.576089 N","00248.866062 E","107.44","274.89","10.6","-999.00","7.0","176","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:48:00","","","7409.658","6014.592256 N","00248.509267 E","106.31","275.39","10.6","8.6","7.5","173","6.8","1024.3","94","","","","","","","","","","","","","",""
"  -->","01:49:00","","","7409.834","6014.609079 N","00248.150316 E","105.49","275.09","10.7","8.6","6.9","170","6.8","1024.3","94","","","","","","","","","","","","","",""
"  -->","01:50:00","","","7410.010","6014.625477 N","00247.794305 E","105.04","275.01","10.5","8.6","6.8","175","6.7","1024.3","94","","","","","","","","","","","","","",""
"  -->","01:51:00","","","7410.192","6014.642294 N","00247.436642 E","103.94","275.53","10.8","8.6","8.0","177","6.8","1024.2","94","","","","","","","","","","","","","",""
"  -->","01:52:00","","","7410.375","6014.659536 N","00247.075657 E","103.91","274.93","10.6","-999.00","6.8","183","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:53:00","","","7410.553","6014.674780 N","00246.714080 E","104.70","275.83","11.3","8.6","7.1","177","6.7","1024.2","95","","","","","","","","","","","","","",""
"  -->","01:54:00","","","7410.732","6014.690437 N","00246.355067 E","104.91","275.51","10.7","8.6","8.3","176","6.7","1024.2","95","","","","","","","","","","","","","",""
"  -->","01:55:00","","","7410.911","6014.707234 N","00246.000046 E","104.56","275.46","10.8","8.6","11.1","193","6.8","1024.2","95","","","","","","","","","","","","","",""
"  -->","01:56:00","","","7411.085","6014.722418 N","00245.645977 E","103.14","275.54","10.8","-999.00","11.5","190","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:57:00","","","7411.264","6014.738462 N","00245.289143 E","102.15","275.88","11.0","8.6","10.9","188","6.7","1024.2","95","","","","","","","","","","","","","",""
"  -->","01:58:00","","","7411.446","6014.754802 N","00244.931729 E","102.11","275.54","10.5","8.6","10.8","186","6.8","1024.3","94","","","","","","","","","","","","","",""
"  -->","01:59:00","","","7411.621","6014.771120 N","00244.577484 E","101.06","275.24","10.1","8.6","10.8","184","6.8","1024.3","94","","","","","","","","","","","","","",""
"  -->","02:00:00","","","7411.799","6014.787231 N","00244.226254 E","98.87","275.41","10.7","-999.00","10.8","180","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","02:01:00","","","7411.975","6014.802687 N","00243.876269 E","97.73","275.49","10.7","8.6","10.0","175","6.6","1024.2","93","","","","","","","","","","","","","",""
"  -->","02:02:00","","","7412.149","6014.815933 N","00243.526569 E","96.65","272.88","10.6","8.6","9.5","174","6.6","1024.2","93","","","","","","","","","","","","","",""
"  -->","02:03:00","","","7412.323","6014.821559 N","00243.173636 E","96.69","272.04","10.8","8.6","8.1","187","6.6","1024.2","94","","","","","","","","","","","","","",""
"  -->","02:04:00","","","7412.499","6014.827174 N","00242.826595 E","97.00","272.12","9.6","8.6","7.7","180","6.6","1024.2","94","","","","","","","","","","","","","",""
"  -->","02:05:00","","","7412.639","6014.832329 N","00242.549234 E","97.26","273.12","7.0","8.6","9.7","178","6.6","1024.2","95","","","","","","","","","","","","","",""
"  -->","02:06:00","","","7412.747","6014.835865 N","00242.336300 E","97.25","273.58","5.7","8.6","8.5","171","6.6","1024.1","95","","","","","","","","","","","","","",""
"  -->","02:07:00","","","7412.826","6014.838065 N","00242.180463 E","97.27","268.86","3.9","8.6","8.6","175","6.7","1024.1","95","","","","","","","","","","","","","",""
"  -->","02:08:00","","","7412.882","6014.837890 N","00242.070891 E","97.24","262.34","2.7","8.6","9.2","186","6.7","1024.1","94","","","","","","","","","","","","","",""
"  -->","02:09:00","","","7412.922","6014.832550 N","00241.999179 E","96.91","237.13","2.1","8.6","8.7","185","6.7","1024.1","94","","","","","","","","","","","","","",""
"  -->","02:10:00","","","7412.951","6014.820026 N","00241.956330 E","96.71","197.97","1.4","8.6","8.4","191","6.6","1024.2","93","","","","","","","","","","","","","",""
"  -->","02:11:00","","","7412.977","6014.802062 N","00241.945997 E","96.78","143.60","1.7","8.6","7.8","192","6.7","1023.9","93","","","","","","","","","","","","","",""
"  -->","02:12:00","","","7412.998","6014.791720 N","00241.968183 E","96.76","88.06","0.8","8.6","7.6","192","6.7","1023.9","93","","","","","","","","","","","","","",""
"  -->","02:13:00","","","7413.017","6014.792853 N","00242.000605 E","96.82","45.25","1.5","8.6","8.4","184","6.6","1023.7","94","","","","","","","","","","","","","",""
"  -->","02:14:00","","","7413.033","6014.801365 N","00242.025617 E","96.92","17.95","1.1","8.6","7.4","187","6.6","1023.8","93","","","","","","","","","","","","","",""
"  -->","02:15:00","","","7413.042","6014.812941 N","00242.042287 E","97.27","8.75","0.9","8.6","8.4","185","6.6","1023.9","93","","","","","","","","","","","","","",""
"  -->","02:16:00","","","7413.051","6014.824774 N","00242.055779 E","97.02","355.98","0.7","8.6","7.9","193","6.5","1023.9","93","","","","","","","","","","","","","",""
"  -->","02:17:00","","","7413.059","6014.837100 N","00242.064904 E","97.18","345.68","1.2","8.6","8.0","196","6.8","1023.9","91","","","","","","","","","","","","","",""
"  -->","02:18:00","","","7413.064","6014.848906 N","00242.072632 E","97.10","338.41","0.7","8.6","7.1","185","7.2","1024.0","89","","","","","","","","","","","","","",""
"  -->","02:19:00","","","7413.069","6014.859776 N","00242.078672 E","96.82","327.32","0.8","8.6","6.7","181","7.5","1024.0","88","","","","","","","","","","","","","",""
"  -->","02:20:00","","","7413.071","6014.869914 N","00242.081836 E","96.90","314.80","0.5","8.6","8.5","182","6.7","1023.9","89","","","","","","","","","","","","","",""
"  -->","02:21:00","","","7413.074","6014.878771 N","00242.083684 E","96.77","304.75","0.6","8.6","6.7","188","6.6","1024.0","93","","","","","","","","","","","","","",""
"  -->","02:22:00","","","7413.074","6014.887393 N","00242.083081 E","96.69","298.55","0.9","8.6","6.4","187","6.5","1024.0","92","","","","","","","","","","","","","",""
"  -->","02:23:00","","","7413.084","6014.900071 N","00242.059827 E","96.80","308.47","1.2","8.6","6.6","178","6.6","1024.1","91","","","","","","","","","","","","","",""
"  -->","02:24:00","","","7413.113","6014.922842 N","00242.019866 E","97.38","322.30","2.2","8.6","6.1","181","6.6","1024.0","91","","","","","","","","","","","","","",""
"  -->","02:25:00","","","7413.165","6014.970614 N","00241.969561 E","97.52","339.04","3.6","8.6","6.6","177","6.7","1024.0","92","","","","","","","","","","","","","",""
"  -->","02:26:00","","","7413.227","6015.029663 N","00241.932707 E","96.70","344.89","3.3","8.6","6.7","176","6.7","1024.0","92","","","","","","","","","","","","","",""
"  -->","02:27:00","","","7413.275","6015.075289 N","00241.911477 E","96.11","342.59","2.7","-999.00","7.0","172","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","02:28:00","","","7413.316","6015.114631 N","00241.891122 E","95.90","344.47","2.6","8.6","6.7","178","6.7","1024.0","92","","","","","","","","","","","","","",""
"  -->","02:29:00","","","7413.365","6015.162685 N","00241.870334 E","95.52","345.02","3.8","-999.00","6.5","169","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","02:30:00","","","7413.426","6015.222637 N","00241.842803 E","95.14","344.71","3.4","8.6","6.3","173","6.7","1024.0","92","","","","","","","","","","","","","",""
"  -->","02:31:00","","","7413.481","6015.274423 N","00241.817771 E","95.41","342.12","3.0","8.6","7.0","172","6.7","1024.0","92","","","","","","","","","","","","1.13","",""
"  -->","02:32:00","","","7413.529","6015.319512 N","00241.791964 E","95.71","337.02","2.4","-999.00","7.4","174","-999.00","-999.00","-999.00","","","","","","","","","","","","3.75","",""
"  -->","02:33:00","","","7413.572","6015.358618 N","00241.761461 E","95.20","334.47","2.3","8.6","5.0","174","6.8","1024.0","92","","","","","","","","","","","","2.63","",""
"  -->","02:34:00","","","7413.611","6015.394430 N","00241.730811 E","94.89","334.91","2.5","8.6","4.6","174","6.8","1023.9","93","","","","","","","","","","","","0.44","",""
"  -->","02:35:00","","","7413.650","6015.429937 N","00241.701290 E","94.92","334.62","2.2","-999.00","3.8","181","-999.00","-999.00","-999.00","","","","","","","","","","","","3.50","",""
"  -->","02:36:00","","","7413.687","6015.463746 N","00241.675226 E","95.07","334.33","2.3","8.6","3.5","183","6.8","1023.9","93","","","","","","","","","","","","3.31","",""
"  -->","02:37:00","","","7413.724","6015.497502 N","00241.648632 E","95.11","334.73","2.2","8.6","4.9","171","6.8","1023.9","93","","","","","","","","","","","","2.88","",""
"  -->","02:38:00","","","7413.761","6015.531621 N","00241.623099 E","94.83","339.32","2.3","-999.00","5.7","168","-999.00","-999.00","-999.00","","","","","","","","","","","","5.38","",""
"  -->","02:39:00","","","7413.798","6015.567613 N","00241.601485 E","94.76","340.34","2.7","8.6","6.2","181","6.9","1023.9","93","","","","","","","","","","","","0.75","",""
"  -->","02:40:00","","","7413.837","6015.604845 N","00241.581277 E","94.79","340.28","2.6","-999.00","5.4","172","-999.00","-999.00","-999.00","","","","","","","","","","","","2.25","",""
"  -->","02:41:00","","","7413.877","6015.642515 N","00241.560095 E","94.79","340.94","2.3","8.6","5.2","184","6.9","1023.9","93","","","","","","","","","","","","1.19","",""
"  -->","02:42:00","","","7413.917","6015.680518 N","00241.539558 E","94.92","340.79","2.4","8.6","5.3","177","7.0","1023.9","93","","","","","","","","","","","","1.81","",""
"  -->","02:43:00","","","7413.956","6015.717985 N","00241.517307 E","94.93","340.84","2.4","-999.00","3.9","172","-999.00","-999.00","-999.00","","","","","","","","","","","","1.19","",""
